code,low,high
159708,-0.19999999999999996,0.0
159709,0.0,0.20000000000000018
159710,0.20000000000000018,0.20000000000000018
159711,-0.3999999999999999,-0.19999999999999996
159712,0.0,-2.0
159713,-0.7,-0.19999999999999996
159715,-0.30000000000000004,0.0
159716,0.0,0.10000000000000009
159717,0.0,-2.0
159718,0.0,0.10000000000000009
159719,-0.7,0.20000000000000018
159720,-0.5,0.0
159721,-0.3999999999999999,-0.30000000000000004
159723,0.0,0.10000000000000009
159725,0.10000000000000009,0.5
159726,-0.19999999999999996,0.0
159728,0.0,0.3999999999999999
159729,0.20000000000000018,0.2999999999999998
159730,-0.10000000000000009,0.0
159731,-0.10000000000000009,-0.10000000000000009
159732,0.0,0.10000000000000009
159733,-0.5,-0.19999999999999996
159735,-0.10000000000000009,-0.10000000000000009
159736,0.0,0.10000000000000009
159738,-0.10000000000000009,0.2999999999999998
159739,0.0,0.3999999999999999
159740,-0.30000000000000004,-0.19999999999999996
159741,0.10000000000000009,-2.0
159742,-0.30000000000000004,-0.19999999999999996
159743,0.0,0.0
159745,-0.30000000000000004,0.10000000000000009
159747,0.10000000000000009,-2.0
159748,0.0,0.10000000000000009
159750,-0.30000000000000004,-0.19999999999999996
159751,-0.19999999999999996,-2.0
159752,-0.3999999999999999,-0.10000000000000009
159755,-0.7,0.0
159757,0.10000000000000009,0.2999999999999998
159758,-0.10000000000000009,0.0
159760,0.0,0.10000000000000009
159761,0.0,0.10000000000000009
159763,-0.30000000000000004,-0.19999999999999996
159766,-0.3999999999999999,0.3999999999999999
159767,-0.30000000000000004,-0.10000000000000009
159768,-0.19999999999999996,-0.10000000000000009
159769,-0.10000000000000009,0.0
159770,0.0,0.10000000000000009
159773,0.0,0.10000000000000009
159775,-0.19999999999999996,-2.0
159776,-0.19999999999999996,0.20000000000000018
159777,0.0,0.10000000000000009
159778,-0.10000000000000009,0.20000000000000018
159779,0.0,0.20000000000000018
159780,0.0,-2.0
159781,0.0,-2.0
159782,-0.7,-2.0
159783,-0.30000000000000004,-2.0
159786,-0.3999999999999999,0.0
159787,-0.19999999999999996,-0.10000000000000009
159788,-0.3999999999999999,-0.10000000000000009
159789,0.10000000000000009,0.20000000000000018
159790,-0.19999999999999996,-0.10000000000000009
159791,-0.3999999999999999,-2.0
159792,0.0,0.10000000000000009
159793,0.20000000000000018,0.2999999999999998
159795,-0.10000000000000009,0.10000000000000009
159796,-0.30000000000000004,-0.10000000000000009
159797,-0.5,0.0
159798,-0.30000000000000004,-0.10000000000000009
159801,-0.30000000000000004,0.3999999999999999
159804,-0.7,0.20000000000000018
159805,-1.3,2.0
159806,-0.7,1.0
159807,-0.7,0.2999999999999998
159808,-0.19999999999999996,0.0
159810,-0.5,0.10000000000000009
159811,-0.8999999999999999,1.7000000000000002
159812,-0.3999999999999999,1.6
159813,-0.6000000000000001,0.3999999999999999
159814,-0.5,0.10000000000000009
159816,-0.19999999999999996,0.20000000000000018
159819,0.10000000000000009,1.7999999999999998
159820,-0.3999999999999999,0.10000000000000009
159821,-0.3999999999999999,-0.10000000000000009
159822,-0.7,-0.10000000000000009
159823,0.20000000000000018,0.8999999999999999
159824,-0.10000000000000009,0.5
159825,-0.7,-0.19999999999999996
159827,-0.5,-0.10000000000000009
159828,0.0,0.0
159830,-0.10000000000000009,0.10000000000000009
159831,-0.10000000000000009,0.0
159834,-0.10000000000000009,0.0
159835,-0.30000000000000004,-0.19999999999999996
159836,-0.30000000000000004,-0.19999999999999996
159837,-0.19999999999999996,0.0
159838,-0.10000000000000009,-2.0
159839,-0.19999999999999996,0.0
159840,0.10000000000000009,0.20000000000000018
159841,-0.19999999999999996,0.10000000000000009
159842,-0.19999999999999996,0.0
159843,-0.30000000000000004,0.0
159845,-0.3999999999999999,0.0
159847,0.0,-2.0
159848,-0.19999999999999996,0.10000000000000009
159849,-0.5,-0.10000000000000009
159850,0.0,-2.0
159851,0.10000000000000009,0.3999999999999999
159852,0.10000000000000009,0.5
159853,0.0,0.10000000000000009
159855,0.10000000000000009,0.20000000000000018
159856,0.10000000000000009,0.20000000000000018
159857,-0.6000000000000001,0.20000000000000018
159858,-0.30000000000000004,-0.19999999999999996
159859,-0.19999999999999996,0.0
159861,-0.7,0.10000000000000009
159862,0.0,0.10000000000000009
159863,-0.3999999999999999,0.10000000000000009
159864,-0.3999999999999999,-0.19999999999999996
159865,-0.10000000000000009,0.10000000000000009
159866,0.10000000000000009,0.20000000000000018
159867,-0.10000000000000009,0.10000000000000009
159869,0.0,0.7999999999999998
159870,-0.3999999999999999,0.0
159871,-0.7,0.20000000000000018
159872,0.10000000000000009,0.20000000000000018
159873,-0.7,-0.19999999999999996
159875,-0.5,-0.10000000000000009
159876,-0.7,0.20000000000000018
159877,0.0,0.10000000000000009
159880,-0.3999999999999999,0.20000000000000018
159881,-0.6000000000000001,-0.19999999999999996
159883,-0.7,-0.10000000000000009
159885,-0.7,0.0
159886,-0.3999999999999999,0.0
159887,-0.10000000000000009,0.0
159888,-0.7,0.0
159889,0.0,0.20000000000000018
159890,0.0,0.5
159891,0.0,0.10000000000000009
159892,0.0,0.10000000000000009
159895,-0.5,-0.19999999999999996
159896,0.0,0.10000000000000009
159898,-0.10000000000000009,0.0
159899,0.0,0.3999999999999999
159901,-0.5,1.7000000000000002
159902,-0.3999999999999999,1.9
159903,-1.3,1.5
159905,0.8999999999999999,2.0
159906,1.2000000000000002,2.0
159907,0.10000000000000009,2.0
159908,0.7000000000000002,1.9
159909,0.10000000000000009,2.0
159910,0.7999999999999998,1.9
159912,0.10000000000000009,2.0
159913,0.5,1.9
159915,-0.19999999999999996,1.7999999999999998
159916,0.0,1.7999999999999998
159918,0.0,1.2000000000000002
159919,-0.10000000000000009,1.9
159920,-1.9,1.7000000000000002
159922,-0.7,1.4
159923,0.0,1.9
159925,-0.10000000000000009,1.9
159928,0.0,1.7000000000000002
159929,-0.3999999999999999,0.7000000000000002
159930,0.20000000000000018,0.5
159931,0.0,1.1
159933,0.0,1.7999999999999998
159934,0.20000000000000018,1.9
159935,-0.7,1.1
159936,-0.7,0.7999999999999998
159937,0.0,1.9
159938,-0.6000000000000001,0.7999999999999998
159939,-0.6000000000000001,1.1
159940,0.0,1.0
159941,-0.19999999999999996,2.0
159943,-2.0,1.9
159944,-0.7,1.7999999999999998
159945,-0.6000000000000001,1.2000000000000002
159948,-1.7,1.7999999999999998
159949,-1.8,2.0
159952,0.3999999999999999,1.9
159954,0.3999999999999999,0.5
159956,0.0,1.7000000000000002
159957,0.0,1.9
159958,0.0,1.9
159959,-0.5,2.0
159960,-0.5,0.2999999999999998
159961,-0.3999999999999999,0.7999999999999998
159964,-0.10000000000000009,1.5
159965,-0.10000000000000009,1.2999999999999998
159966,-0.5,0.20000000000000018
159967,-0.3999999999999999,0.7999999999999998
159968,-0.19999999999999996,0.2999999999999998
159969,-0.19999999999999996,0.2999999999999998
159970,-0.30000000000000004,0.2999999999999998
159971,-0.3999999999999999,0.3999999999999999
159972,-0.6000000000000001,0.7999999999999998
159973,-0.6000000000000001,0.5
159974,-0.5,1.7000000000000002
159975,-0.19999999999999996,0.20000000000000018
159976,-0.7,0.10000000000000009
159977,-0.7,0.3999999999999999
159980,-0.10000000000000009,0.20000000000000018
159981,0.0,1.4
159982,-0.19999999999999996,0.20000000000000018
159983,-0.7,0.10000000000000009
159985,-0.10000000000000009,1.7000000000000002
159987,-0.7,0.20000000000000018
159990,-0.5,0.5
159991,-0.7,0.20000000000000018
159992,-0.5,0.20000000000000018
159993,-0.6000000000000001,0.3999999999999999
159994,-1.8,2.0
159995,-0.19999999999999996,0.20000000000000018
159996,-0.19999999999999996,0.10000000000000009
159997,-0.19999999999999996,0.20000000000000018
159998,-0.7,0.0
510010,0.2999999999999998,0.7999999999999998
510020,0.6000000000000001,1.6
510030,0.2999999999999998,1.9
510050,-0.10000000000000009,2.0
510060,-1.2,0.7999999999999998
510090,0.7999999999999998,2.0
510100,-0.30000000000000004,0.10000000000000009
510130,0.20000000000000018,2.0
510150,0.10000000000000009,1.7000000000000002
510160,-1.0,0.7000000000000002
510170,-1.9,1.2999999999999998
510180,-0.5,0.8999999999999999
510190,-0.8999999999999999,1.7999999999999998
510200,-0.30000000000000004,0.20000000000000018
510210,0.7000000000000002,2.0
510230,0.10000000000000009,1.0
510270,-0.8999999999999999,0.8999999999999999
510290,-0.8,2.0
510300,-1.4,0.7000000000000002
510310,0.0,1.9
510330,0.0,1.7999999999999998
510350,-0.19999999999999996,0.10000000000000009
510360,0.0,1.7999999999999998
510370,-0.5,-0.10000000000000009
510380,0.0,0.6000000000000001
510390,0.10000000000000009,1.7999999999999998
510410,0.5,1.6
510500,-0.7,1.4
510510,-0.19999999999999996,1.4
510530,-0.5,0.20000000000000018
510550,-0.30000000000000004,1.6
510560,-1.0,1.7999999999999998
510570,-0.30000000000000004,0.10000000000000009
510580,-1.6,1.7999999999999998
510590,0.0,1.7000000000000002
510600,-0.10000000000000009,0.8999999999999999
510630,-0.19999999999999996,1.7999999999999998
510650,-0.19999999999999996,1.4
510660,-0.7,1.9
510680,-0.30000000000000004,1.2000000000000002
510710,0.0,2.0
510760,-0.7,0.3999999999999999
510770,-0.19999999999999996,-2.0
510800,0.0,1.7999999999999998
510810,-1.5,1.2000000000000002
510850,-0.3999999999999999,0.10000000000000009
510880,-0.7,0.6000000000000001
510900,-0.30000000000000004,0.2999999999999998
510990,0.10000000000000009,0.10000000000000009
511010,-0.10000000000000009,1.7999999999999998
511020,-0.5,1.4
511030,-0.19999999999999996,0.3999999999999999
511060,-0.7,1.1
511090,-0.5,-0.19999999999999996
511180,-0.30000000000000004,0.0
511220,-0.30000000000000004,2.0
511260,-0.10000000000000009,1.1
511270,-0.7,1.1
511360,-0.7,1.2999999999999998
511380,-0.19999999999999996,0.10000000000000009
511520,-0.19999999999999996,-0.10000000000000009
511580,-0.7,-0.10000000000000009
512000,0.20000000000000018,0.6000000000000001
512010,0.0,1.9
512040,-0.19999999999999996,0.7000000000000002
512070,-0.7,0.8999999999999999
512090,0.0,2.0
512100,-1.7,1.7000000000000002
512120,-0.10000000000000009,1.7999999999999998
512150,-0.30000000000000004,0.2999999999999998
512160,0.0,1.9
512170,-0.7,0.5
512180,0.0,1.9
512190,-0.19999999999999996,0.3999999999999999
512200,-1.6,2.0
512220,-0.7,0.3999999999999999
512260,-0.30000000000000004,1.9
512280,0.0,1.7999999999999998
512290,-0.19999999999999996,0.5
512320,-0.19999999999999996,0.0
512330,-2.0,2.0
512360,0.0,1.5
512380,-0.19999999999999996,0.2999999999999998
512390,-0.19999999999999996,0.2999999999999998
512400,0.10000000000000009,1.5
512480,-0.5,0.6000000000000001
512500,-1.7,2.0
512510,-1.7,1.9
512520,0.0,1.9
512530,-0.5,0.8999999999999999
512550,0.10000000000000009,1.6
512560,0.20000000000000018,1.7999999999999998
512570,0.20000000000000018,0.5
512580,0.6000000000000001,2.0
512600,-0.10000000000000009,2.0
512640,-0.7,1.1
512650,-0.5,0.20000000000000018
512660,0.2999999999999998,1.7000000000000002
512670,-0.6000000000000001,0.7000000000000002
512680,0.2999999999999998,1.6
512690,-0.6000000000000001,1.0
512700,-0.30000000000000004,0.5
512710,-0.10000000000000009,0.6000000000000001
512720,-0.7,0.3999999999999999
512730,-0.5,0.20000000000000018
512750,-0.10000000000000009,0.7999999999999998
512760,-0.30000000000000004,0.6000000000000001
512770,0.0,1.4
512800,-1.7,1.7000000000000002
512810,0.2999999999999998,1.9
512820,-0.19999999999999996,0.6000000000000001
512870,-0.30000000000000004,0.20000000000000018
512880,-1.2,1.2000000000000002
512890,-0.7,1.7000000000000002
512900,0.20000000000000018,0.6000000000000001
512910,-0.10000000000000009,0.10000000000000009
512930,-0.3999999999999999,0.2999999999999998
512950,-0.5,1.9
512960,-0.5,1.9
512970,-0.19999999999999996,0.10000000000000009
512980,0.10000000000000009,0.3999999999999999
512990,0.0,2.0
513000,0.0,1.5
513010,-0.30000000000000004,-0.19999999999999996
513020,-0.10000000000000009,0.0
513030,0.10000000000000009,0.5
513040,-0.7,-0.5
513050,-0.7,1.7999999999999998
513060,0.10000000000000009,0.20000000000000018
513070,-0.30000000000000004,-0.19999999999999996
513080,-0.6000000000000001,1.1
513090,-0.3999999999999999,0.20000000000000018
513100,-0.19999999999999996,2.0
513110,-0.5,-0.10000000000000009
513120,-0.10000000000000009,0.10000000000000009
513130,-0.10000000000000009,-0.10000000000000009
513140,-0.7,-0.3999999999999999
513150,-0.10000000000000009,0.0
513160,-0.19999999999999996,0.0
513180,-0.10000000000000009,-0.10000000000000009
513200,0.0,0.10000000000000009
513220,-0.10000000000000009,0.20000000000000018
513230,0.20000000000000018,0.20000000000000018
513260,-0.19999999999999996,0.10000000000000009
513280,-0.10000000000000009,0.10000000000000009
513290,-0.7,-0.10000000000000009
513300,-0.5,1.7999999999999998
513310,-0.3999999999999999,0.0
513320,0.0,0.20000000000000018
513330,-0.30000000000000004,-0.19999999999999996
513360,0.10000000000000009,0.20000000000000018
513380,0.0,0.20000000000000018
513390,-0.7,-0.19999999999999996
513500,-0.7,1.5
513520,0.0,1.6
513530,-0.7,-0.19999999999999996
513550,0.20000000000000018,0.5
513560,-0.19999999999999996,0.0
513580,-0.30000000000000004,-0.19999999999999996
513590,-0.7,-0.30000000000000004
513600,-0.30000000000000004,0.0
513650,-0.7,-0.10000000000000009
513660,0.10000000000000009,0.2999999999999998
513690,0.0,0.0
513700,0.0,0.10000000000000009
513770,-0.19999999999999996,0.10000000000000009
513800,0.0,1.7000000000000002
513860,0.0,0.10000000000000009
513880,0.10000000000000009,1.2999999999999998
513890,0.10000000000000009,-2.0
513900,-0.19999999999999996,0.10000000000000009
513950,-0.7,-2.0
513960,-0.30000000000000004,0.0
513970,-0.19999999999999996,-0.10000000000000009
513980,0.0,0.10000000000000009
513990,-0.7,0.0
515000,-0.3999999999999999,0.20000000000000018
515010,-0.7,0.7000000000000002
515020,-0.19999999999999996,0.10000000000000009
515030,-0.30000000000000004,0.7999999999999998
515050,-1.8,1.7999999999999998
515060,-0.30000000000000004,0.20000000000000018
515070,-0.6000000000000001,0.2999999999999998
515080,-0.10000000000000009,0.2999999999999998
515090,-0.10000000000000009,1.6
515100,-0.7,1.7000000000000002
515110,-0.10000000000000009,0.3999999999999999
515120,-0.30000000000000004,-0.19999999999999996
515130,-0.5,0.10000000000000009
515150,-0.30000000000000004,0.2999999999999998
515160,-0.19999999999999996,0.10000000000000009
515170,0.0,0.0
515180,-0.3999999999999999,0.2999999999999998
515190,-0.30000000000000004,0.10000000000000009
515200,-0.30000000000000004,0.3999999999999999
515210,-0.30000000000000004,0.8999999999999999
515220,-0.10000000000000009,1.2000000000000002
515230,0.10000000000000009,0.5
515250,-0.19999999999999996,0.20000000000000018
515260,0.20000000000000018,1.7999999999999998
515280,-0.3999999999999999,0.10000000000000009
515290,-0.7,-0.10000000000000009
515300,-0.3999999999999999,1.7999999999999998
515310,-0.19999999999999996,0.20000000000000018
515320,-0.10000000000000009,0.0
515330,-0.3999999999999999,0.10000000000000009
515350,-0.7,0.20000000000000018
515360,0.0,1.5
515380,-0.3999999999999999,0.10000000000000009
515390,-0.30000000000000004,0.10000000000000009
515400,0.10000000000000009,0.3999999999999999
515450,-0.19999999999999996,1.7999999999999998
515530,-0.3999999999999999,0.10000000000000009
515550,-0.10000000000000009,0.10000000000000009
515560,0.2999999999999998,1.2000000000000002
515570,-0.5,0.10000000000000009
515580,-0.5,1.2000000000000002
515590,-0.5,0.2999999999999998
515600,-0.5,1.6
515630,-0.3999999999999999,0.20000000000000018
515650,0.0,0.3999999999999999
515660,-0.30000000000000004,0.10000000000000009
515670,-0.5,0.10000000000000009
515680,-0.5,1.7000000000000002
515700,-0.10000000000000009,1.1
515710,-0.30000000000000004,-0.10000000000000009
515750,-0.7,0.2999999999999998
515760,-0.30000000000000004,0.0
515770,-0.6000000000000001,0.0
515780,-0.5,0.10000000000000009
515790,-0.7,0.20000000000000018
515800,-0.5,0.20000000000000018
515810,-0.19999999999999996,0.20000000000000018
515850,-0.7,0.3999999999999999
515860,-0.7,0.2999999999999998
515880,-1.9,1.7999999999999998
515890,-0.3999999999999999,0.2999999999999998
515900,-0.5,1.6
515910,-0.30000000000000004,-0.10000000000000009
515920,0.10000000000000009,0.20000000000000018
515950,-0.7,0.20000000000000018
515960,-0.7,0.10000000000000009
515980,-0.8,1.9
515990,-0.10000000000000009,0.2999999999999998
516000,0.10000000000000009,0.3999999999999999
516010,0.0,1.0
516020,-0.7,0.0
516050,0.10000000000000009,0.20000000000000018
516060,0.10000000000000009,0.20000000000000018
516070,-0.5,0.0
516080,-0.19999999999999996,0.0
516090,-0.7,0.10000000000000009
516100,0.10000000000000009,0.3999999999999999
516110,-0.3999999999999999,0.10000000000000009
516120,-0.7,0.0
516130,0.0,0.10000000000000009
516150,-0.7,0.2999999999999998
516160,-0.6000000000000001,0.10000000000000009
516180,-0.3999999999999999,0.20000000000000018
516190,0.10000000000000009,0.5
516200,-0.30000000000000004,0.0
516210,-0.19999999999999996,-0.10000000000000009
516220,-0.5,0.0
516260,0.0,0.20000000000000018
516270,-0.7,0.0
516290,-0.19999999999999996,-2.0
516300,-0.3999999999999999,0.0
516310,-0.10000000000000009,0.0
516320,-0.3999999999999999,-0.10000000000000009
516330,-0.7,0.0
516350,0.0,0.10000000000000009
516360,-0.5,-0.10000000000000009
516380,-0.7,0.0
516390,-0.7,0.0
516480,-0.7,-0.10000000000000009
516500,-0.7,-0.19999999999999996
516510,0.0,0.5
516520,-0.19999999999999996,0.20000000000000018
516530,-0.10000000000000009,0.10000000000000009
516550,-0.10000000000000009,-2.0
516560,-0.7,-0.30000000000000004
516570,-0.7,0.0
516580,-0.7,-0.10000000000000009
516590,-0.5,0.0
516600,-0.3999999999999999,-0.10000000000000009
516610,-0.5,-0.19999999999999996
516620,0.10000000000000009,0.2999999999999998
516630,0.0,0.3999999999999999
516640,0.10000000000000009,0.2999999999999998
516650,-0.3999999999999999,-0.10000000000000009
516660,-0.6000000000000001,0.20000000000000018
516670,0.0,0.10000000000000009
516690,-0.19999999999999996,-0.10000000000000009
516700,0.0,0.2999999999999998
516710,-0.10000000000000009,-0.10000000000000009
516720,-0.30000000000000004,-0.19999999999999996
516730,-0.10000000000000009,0.10000000000000009
516750,-0.30000000000000004,0.0
516760,0.0,0.10000000000000009
516770,0.0,1.0
516780,-0.7,0.2999999999999998
516790,0.0,0.10000000000000009
516800,-0.19999999999999996,0.2999999999999998
516810,-0.30000000000000004,0.0
516820,-0.5,-0.19999999999999996
516830,0.0,0.0
516850,-0.7,0.10000000000000009
516860,0.0,0.2999999999999998
516880,-0.19999999999999996,0.3999999999999999
516890,-0.10000000000000009,-0.10000000000000009
516900,-0.5,-0.19999999999999996
516910,-0.10000000000000009,0.10000000000000009
516920,0.10000000000000009,0.20000000000000018
516930,-0.10000000000000009,-0.10000000000000009
516950,-0.30000000000000004,0.0
516960,-0.5,0.0
516970,-0.30000000000000004,0.10000000000000009
516980,0.0,0.10000000000000009
517000,-0.7,-0.10000000000000009
517010,-0.3999999999999999,-0.19999999999999996
517030,0.0,-2.0
517050,0.20000000000000018,0.2999999999999998
517080,0.0,-2.0
517090,-0.7,0.20000000000000018
517100,0.0,-2.0
517110,0.0,0.10000000000000009
517120,-0.10000000000000009,-2.0
517160,-0.19999999999999996,-2.0
517170,0.0,-2.0
517180,-0.7,0.20000000000000018
517200,0.10000000000000009,0.2999999999999998
517270,0.0,0.10000000000000009
517280,0.10000000000000009,0.2999999999999998
517300,0.0,-2.0
517330,0.0,-2.0
517350,0.0,0.10000000000000009
517360,0.0,0.10000000000000009
517380,0.0,0.10000000000000009
517390,0.0,0.2999999999999998
517500,0.0,0.7000000000000002
517550,-0.19999999999999996,0.0
517660,0.10000000000000009,0.10000000000000009
517760,-0.30000000000000004,-0.10000000000000009
517770,0.10000000000000009,0.2999999999999998
517800,0.0,0.20000000000000018
517850,0.0,0.10000000000000009
517880,0.0,-2.0
517900,-0.10000000000000009,0.0
517960,0.0,0.10000000000000009
517990,-0.10000000000000009,0.0
518600,0.0,1.6
518660,0.0,1.6
518680,-0.10000000000000009,0.0
518800,0.5,2.0
518850,-0.6000000000000001,-0.10000000000000009
518860,0.0,1.7000000000000002
518880,0.5,2.0
518890,-0.19999999999999996,0.5
560000,-0.7,-0.19999999999999996
560010,-0.19999999999999996,0.0
560030,-0.7,-0.30000000000000004
560050,-0.7,-0.19999999999999996
560060,-0.10000000000000009,-2.0
560070,-0.30000000000000004,-0.19999999999999996
560080,-0.7,-0.19999999999999996
560090,-0.5,-0.19999999999999996
560100,-0.10000000000000009,0.0
560110,-0.19999999999999996,0.0
560170,-0.7,-2.0
560180,-0.19999999999999996,-0.10000000000000009
560330,-0.7,-0.19999999999999996
560500,-0.19999999999999996,-0.10000000000000009
560550,-0.10000000000000009,-2.0
560560,-0.5,-0.19999999999999996
560580,-0.30000000000000004,-2.0
560600,-0.3999999999999999,0.0
560650,-0.10000000000000009,0.0
560660,0.0,0.3999999999999999
560680,-0.6000000000000001,-0.19999999999999996
560700,-0.30000000000000004,-0.19999999999999996
560800,-0.10000000000000009,0.20000000000000018
560860,-0.5,-0.19999999999999996
560880,-0.19999999999999996,0.10000000000000009
560900,-0.5,-0.19999999999999996
560960,-0.7,-0.3999999999999999
560980,-0.30000000000000004,-0.10000000000000009
560990,-0.10000000000000009,0.0
561000,-0.7,-0.30000000000000004
561100,-0.10000000000000009,0.0
561120,-0.19999999999999996,0.10000000000000009
561130,-0.7,-0.19999999999999996
561160,-0.7,-0.3999999999999999
561170,-0.30000000000000004,-0.10000000000000009
561180,-0.7,-0.10000000000000009
561190,-0.10000000000000009,-2.0
561300,0.0,-2.0
561310,0.0,0.20000000000000018
561320,-0.19999999999999996,-0.10000000000000009
561330,-0.19999999999999996,0.0
561350,-0.7,-0.3999999999999999
561500,0.10000000000000009,0.10000000000000009
561510,-0.19999999999999996,0.0
561550,-0.3999999999999999,-0.19999999999999996
561560,-0.7,-0.10000000000000009
561580,-0.7,-0.30000000000000004
561590,-0.3999999999999999,-0.10000000000000009
561600,-0.30000000000000004,-0.10000000000000009
561700,-0.30000000000000004,-0.19999999999999996
561710,-0.3999999999999999,-0.30000000000000004
561800,0.20000000000000018,0.20000000000000018
561900,0.0,-2.0
561910,-0.5,0.0
561920,-0.7,-0.30000000000000004
561950,-0.7,-0.3999999999999999
561960,-0.30000000000000004,-0.19999999999999996
561990,-0.10000000000000009,-2.0
562000,-0.10000000000000009,0.0
562010,-0.19999999999999996,-0.10000000000000009
562300,-0.5,-0.30000000000000004
562310,-0.10000000000000009,0.0
562320,-0.19999999999999996,-0.10000000000000009
562330,-0.3999999999999999,-0.30000000000000004
562350,-0.19999999999999996,-0.10000000000000009
562360,0.0,0.10000000000000009
562380,-0.7,-2.0
562390,-0.30000000000000004,0.0
562500,0.0,0.10000000000000009
562510,-0.10000000000000009,0.10000000000000009
562520,-0.19999999999999996,0.0
562530,-0.19999999999999996,0.0
562550,-0.7,-0.10000000000000009
562800,-0.30000000000000004,-0.10000000000000009
562860,-0.19999999999999996,-2.0
562880,-0.5,0.0
562900,-0.10000000000000009,0.0
562910,-0.10000000000000009,-2.0
562920,-0.7,-0.3999999999999999
562930,-0.5,-0.30000000000000004
562950,-0.10000000000000009,0.20000000000000018
562960,-0.3999999999999999,-0.19999999999999996
562990,-0.10000000000000009,-2.0
563000,-0.7,-0.19999999999999996
563010,-0.5,-2.0
563030,-0.5,-0.19999999999999996
563050,-0.7,-2.0
588000,-0.30000000000000004,0.10000000000000009
588010,-0.7,-0.30000000000000004
588050,-0.30000000000000004,-0.10000000000000009
588060,0.0,0.20000000000000018
588080,-0.10000000000000009,-0.10000000000000009
588090,-0.30000000000000004,0.10000000000000009
588100,0.0,0.2999999999999998
588150,0.0,0.10000000000000009
588160,-0.7,-0.30000000000000004
588180,0.10000000000000009,0.20000000000000018
588200,-0.7,0.10000000000000009
588260,0.0,0.2999999999999998
588280,0.0,0.10000000000000009
588290,-0.7,0.10000000000000009
588300,-0.7,-0.3999999999999999
588310,0.0,0.10000000000000009
588320,-0.5,-0.30000000000000004
588330,0.10000000000000009,0.10000000000000009
588350,-0.10000000000000009,-2.0
