code,name,date,close,scale,type,slope_standard
159633,易方达中证1000ETF行情,2023-06-30,0.939,53.17,指数型-股票,-0.05833996678000882
159633,易方达中证1000ETF行情,2023-07-03,0.937,53.17,指数型-股票,-0.04887801538961351
159633,易方达中证1000ETF行情,2023-07-04,0.941,53.17,指数型-股票,-0.04895332302650106
159633,易方达中证1000ETF行情,2023-07-05,0.936,53.17,指数型-股票,-0.052443085435486245
159633,易方达中证1000ETF行情,2023-07-06,0.934,53.17,指数型-股票,-0.06094141454262141
159633,易方达中证1000ETF行情,2023-07-07,0.927,53.17,指数型-股票,-0.07078108854046852
159633,易方达中证1000ETF行情,2023-07-10,0.928,53.17,指数型-股票,-0.07809086735305393
159633,易方达中证1000ETF行情,2023-07-11,0.935,53.17,指数型-股票,-0.07948331129924133
159633,易方达中证1000ETF行情,2023-07-12,0.923,53.17,指数型-股票,-0.08646311160775304
159633,易方达中证1000ETF行情,2023-07-13,0.931,53.17,指数型-股票,-0.08507750576226082
159633,易方达中证1000ETF行情,2023-07-14,0.93,53.17,指数型-股票,-0.07905942032977974
159633,易方达中证1000ETF行情,2023-07-17,0.927,53.17,指数型-股票,-0.07130506330851472
159633,易方达中证1000ETF行情,2023-07-18,0.927,53.17,指数型-股票,-0.06215872609153486
159633,易方达中证1000ETF行情,2023-07-19,0.924,53.17,指数型-股票,-0.06408714112945506
159633,易方达中证1000ETF行情,2023-07-20,0.912,53.17,指数型-股票,-0.08172501906314303
159633,易方达中证1000ETF行情,2023-07-21,0.911,53.17,指数型-股票,-0.09487014072881342
159633,易方达中证1000ETF行情,2023-07-24,0.909,53.17,指数型-股票,-0.10954864570257888
159633,易方达中证1000ETF行情,2023-07-25,0.923,53.17,指数型-股票,-0.11280273748649502
159635,华夏中证基建ETF行情,2023-06-28,1.06,2.01,指数型-股票,-0.07759721713745232
159635,华夏中证基建ETF行情,2023-06-29,1.066,2.01,指数型-股票,-0.06961974664671199
159635,华夏中证基建ETF行情,2023-06-30,1.072,2.01,指数型-股票,-0.0568712089330119
159635,华夏中证基建ETF行情,2023-07-03,1.085,2.01,指数型-股票,-0.044717273301240604
159635,华夏中证基建ETF行情,2023-07-04,1.077,2.01,指数型-股票,-0.04352710951947684
159635,华夏中证基建ETF行情,2023-07-05,1.08,2.01,指数型-股票,-0.044472039006006756
159635,华夏中证基建ETF行情,2023-07-06,1.071,2.01,指数型-股票,-0.038811696897177
159635,华夏中证基建ETF行情,2023-07-07,1.077,2.01,指数型-股票,-0.030850608352880525
159635,华夏中证基建ETF行情,2023-07-10,1.082,2.01,指数型-股票,-0.024563979861099285
159635,华夏中证基建ETF行情,2023-07-11,1.081,2.01,指数型-股票,-0.02508335268042606
159635,华夏中证基建ETF行情,2023-07-12,1.061,2.01,指数型-股票,-0.03768864696677351
159635,华夏中证基建ETF行情,2023-07-13,1.078,2.01,指数型-股票,-0.034433228557491355
159635,华夏中证基建ETF行情,2023-07-14,1.083,2.01,指数型-股票,-0.01544331241224344
159635,华夏中证基建ETF行情,2023-07-17,1.087,2.01,指数型-股票,-0.006156061252627678
159635,华夏中证基建ETF行情,2023-07-18,1.081,2.01,指数型-股票,-0.0074869670011966805
159635,华夏中证基建ETF行情,2023-07-19,1.087,2.01,指数型-股票,-0.011958703011687874
159635,华夏中证基建ETF行情,2023-07-20,1.074,2.01,指数型-股票,-0.04061173298661951
159635,华夏中证基建ETF行情,2023-07-21,1.07,2.01,指数型-股票,-0.05320888275537486
159635,华夏中证基建ETF行情,2023-07-24,1.074,2.01,指数型-股票,-0.06425902144105408
159635,华夏中证基建ETF行情,2023-07-25,1.106,2.01,指数型-股票,-0.054956897241545795
159636,工银瑞信国证港股通科技30ETF行情,2023-06-28,0.833,22.98,指数型-股票,-0.002403120139697115
159636,工银瑞信国证港股通科技30ETF行情,2023-06-29,0.825,22.98,指数型-股票,-0.04039998355879173
159636,工银瑞信国证港股通科技30ETF行情,2023-06-30,0.822,22.98,指数型-股票,-0.059907212829569255
159636,工银瑞信国证港股通科技30ETF行情,2023-07-03,0.84,22.98,指数型-股票,-0.06809425861956345
159636,工银瑞信国证港股通科技30ETF行情,2023-07-04,0.854,22.98,指数型-股票,-0.07653565958608939
159636,工银瑞信国证港股通科技30ETF行情,2023-07-05,0.841,22.98,指数型-股票,-0.08154784707275263
159636,工银瑞信国证港股通科技30ETF行情,2023-07-06,0.822,22.98,指数型-股票,-0.10174287430047477
159636,工银瑞信国证港股通科技30ETF行情,2023-07-07,0.814,22.98,指数型-股票,-0.11654754441273599
159636,工银瑞信国证港股通科技30ETF行情,2023-07-10,0.821,22.98,指数型-股票,-0.12786845343524875
159636,工银瑞信国证港股通科技30ETF行情,2023-07-11,0.827,22.98,指数型-股票,-0.12234225920637459
159636,工银瑞信国证港股通科技30ETF行情,2023-07-12,0.828,22.98,指数型-股票,-0.11884037445080496
159636,工银瑞信国证港股通科技30ETF行情,2023-07-13,0.872,22.98,指数型-股票,-0.07854299573804298
159636,工银瑞信国证港股通科技30ETF行情,2023-07-14,0.861,22.98,指数型-股票,-0.03379859891414555
159636,工银瑞信国证港股通科技30ETF行情,2023-07-17,0.851,22.98,指数型-股票,-0.003719218250051883
159636,工银瑞信国证港股通科技30ETF行情,2023-07-18,0.845,22.98,指数型-股票,0.010887659194415205
159636,工银瑞信国证港股通科技30ETF行情,2023-07-19,0.844,22.98,指数型-股票,0.00739441543073636
159636,工银瑞信国证港股通科技30ETF行情,2023-07-20,0.834,22.98,指数型-股票,-0.00620816021261118
159636,工银瑞信国证港股通科技30ETF行情,2023-07-21,0.841,22.98,指数型-股票,-0.005967516241535465
159636,工银瑞信国证港股通科技30ETF行情,2023-07-24,0.827,22.98,指数型-股票,-0.01457250809385713
159636,工银瑞信国证港股通科技30ETF行情,2023-07-25,0.857,22.98,指数型-股票,-0.011076094751201412
159637,新能源车龙头ETF行情,2023-06-28,0.739,13.58,指数型-股票,-0.01723724598875845
159637,新能源车龙头ETF行情,2023-06-29,0.735,13.58,指数型-股票,-0.020908472326990505
159637,新能源车龙头ETF行情,2023-06-30,0.749,13.58,指数型-股票,-0.007999061281374308
159637,新能源车龙头ETF行情,2023-07-03,0.757,13.58,指数型-股票,0.004614368209652636
159637,新能源车龙头ETF行情,2023-07-04,0.759,13.58,指数型-股票,0.012950561426990654
159637,新能源车龙头ETF行情,2023-07-05,0.759,13.58,指数型-股票,0.011429532874070955
159637,新能源车龙头ETF行情,2023-07-06,0.748,13.58,指数型-股票,0.002623676471553565
159637,新能源车龙头ETF行情,2023-07-07,0.741,13.58,指数型-股票,-0.009594589348135087
159637,新能源车龙头ETF行情,2023-07-10,0.752,13.58,指数型-股票,-0.014882218070444658
159637,新能源车龙头ETF行情,2023-07-11,0.758,13.58,指数型-股票,-0.01791432683835547
159637,新能源车龙头ETF行情,2023-07-12,0.753,13.58,指数型-股票,-0.02920886600493863
159637,新能源车龙头ETF行情,2023-07-13,0.76,13.58,指数型-股票,-0.01976844643647595
159637,新能源车龙头ETF行情,2023-07-14,0.75,13.58,指数型-股票,-0.013994461117010052
159637,新能源车龙头ETF行情,2023-07-17,0.741,13.58,指数型-股票,-0.016937927090884257
159637,新能源车龙头ETF行情,2023-07-18,0.741,13.58,指数型-股票,-0.018115819965869202
159637,新能源车龙头ETF行情,2023-07-19,0.734,13.58,指数型-股票,-0.02857227068195418
159637,新能源车龙头ETF行情,2023-07-20,0.735,13.58,指数型-股票,-0.03976367482369106
159637,新能源车龙头ETF行情,2023-07-21,0.73,13.58,指数型-股票,-0.054482428149467146
159637,新能源车龙头ETF行情,2023-07-24,0.716,13.58,指数型-股票,-0.07491919211212837
159637,新能源车龙头ETF行情,2023-07-25,0.734,13.58,指数型-股票,-0.08685334123590606
159638,嘉实中证高端装备细分50ETF行情,2023-06-28,0.863,18.97,指数型-股票,-0.01721443875333574
159638,嘉实中证高端装备细分50ETF行情,2023-06-29,0.867,18.97,指数型-股票,0.005489295596628095
159638,嘉实中证高端装备细分50ETF行情,2023-06-30,0.888,18.97,指数型-股票,0.037419873614948175
159638,嘉实中证高端装备细分50ETF行情,2023-07-03,0.893,18.97,指数型-股票,0.06550066482237639
159638,嘉实中证高端装备细分50ETF行情,2023-07-04,0.899,18.97,指数型-股票,0.08309694715447244
159638,嘉实中证高端装备细分50ETF行情,2023-07-05,0.888,18.97,指数型-股票,0.08796069017243352
159638,嘉实中证高端装备细分50ETF行情,2023-07-06,0.879,18.97,指数型-股票,0.08204742945471694
159638,嘉实中证高端装备细分50ETF行情,2023-07-07,0.869,18.97,指数型-股票,0.07209585420338852
159638,嘉实中证高端装备细分50ETF行情,2023-07-10,0.875,18.97,指数型-股票,0.05938473494032332
159638,嘉实中证高端装备细分50ETF行情,2023-07-11,0.885,18.97,指数型-股票,0.04993361928502216
159638,嘉实中证高端装备细分50ETF行情,2023-07-12,0.868,18.97,指数型-股票,0.025598410161825312
159638,嘉实中证高端装备细分50ETF行情,2023-07-13,0.872,18.97,指数型-股票,0.008150959183004812
159638,嘉实中证高端装备细分50ETF行情,2023-07-14,0.868,18.97,指数型-股票,-0.005458041175057923
159638,嘉实中证高端装备细分50ETF行情,2023-07-17,0.866,18.97,指数型-股票,-0.023659764643233605
159638,嘉实中证高端装备细分50ETF行情,2023-07-18,0.871,18.97,指数型-股票,-0.026934897915775975
159638,嘉实中证高端装备细分50ETF行情,2023-07-19,0.862,18.97,指数型-股票,-0.042864905524678115
159638,嘉实中证高端装备细分50ETF行情,2023-07-20,0.848,18.97,指数型-股票,-0.07200914638859687
159638,嘉实中证高端装备细分50ETF行情,2023-07-21,0.847,18.97,指数型-股票,-0.09705244252658798
159638,嘉实中证高端装备细分50ETF行情,2023-07-24,0.849,18.97,指数型-股票,-0.1152245244821546
159638,嘉实中证高端装备细分50ETF行情,2023-07-25,0.856,18.97,指数型-股票,-0.12638495320298293
159639,南方中证上海环交所碳中和ETF行情,2023-06-28,0.787,13.07,指数型-股票,-0.0020426318698672573
159639,南方中证上海环交所碳中和ETF行情,2023-06-29,0.782,13.07,指数型-股票,-0.0031717418283595256
159639,南方中证上海环交所碳中和ETF行情,2023-06-30,0.791,13.07,指数型-股票,0.007690494476551892
159639,南方中证上海环交所碳中和ETF行情,2023-07-03,0.797,13.07,指数型-股票,0.016592353643836797
159639,南方中证上海环交所碳中和ETF行情,2023-07-04,0.795,13.07,指数型-股票,0.018933931852076525
159639,南方中证上海环交所碳中和ETF行情,2023-07-05,0.792,13.07,指数型-股票,0.011429241321002216
159639,南方中证上海环交所碳中和ETF行情,2023-07-06,0.786,13.07,指数型-股票,0.0016007772036343096
159639,南方中证上海环交所碳中和ETF行情,2023-07-07,0.781,13.07,指数型-股票,-0.009918653131429747
159639,南方中证上海环交所碳中和ETF行情,2023-07-10,0.793,13.07,指数型-股票,-0.015140668444206794
159639,南方中证上海环交所碳中和ETF行情,2023-07-11,0.797,13.07,指数型-股票,-0.019722273452120246
159639,南方中证上海环交所碳中和ETF行情,2023-07-12,0.797,13.07,指数型-股票,-0.027322105288293996
159639,南方中证上海环交所碳中和ETF行情,2023-07-13,0.807,13.07,指数型-股票,-0.016101341108064684
159639,南方中证上海环交所碳中和ETF行情,2023-07-14,0.802,13.07,指数型-股票,-0.004912748034460682
159639,南方中证上海环交所碳中和ETF行情,2023-07-17,0.795,13.07,指数型-股票,-0.0021241085359823926
159639,南方中证上海环交所碳中和ETF行情,2023-07-18,0.795,13.07,指数型-股票,-0.0008247157256414589
159639,南方中证上海环交所碳中和ETF行情,2023-07-19,0.793,13.07,指数型-股票,-0.005949066870426591
159639,南方中证上海环交所碳中和ETF行情,2023-07-20,0.79,13.07,指数型-股票,-0.015365000552645404
159639,南方中证上海环交所碳中和ETF行情,2023-07-21,0.788,13.07,指数型-股票,-0.023575967050653897
159639,南方中证上海环交所碳中和ETF行情,2023-07-24,0.781,13.07,指数型-股票,-0.03351752761492802
159639,南方中证上海环交所碳中和ETF行情,2023-07-25,0.796,13.07,指数型-股票,-0.037833354113846585
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-06-28,0.789,3.89,指数型-股票,-0.006211576840965068
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-06-29,0.784,3.89,指数型-股票,-0.007367911559641158
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-06-30,0.792,3.89,指数型-股票,0.004119694827518596
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-03,0.799,3.89,指数型-股票,0.013702116540501899
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-04,0.798,3.89,指数型-股票,0.01784218208077526
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-05,0.795,3.89,指数型-股票,0.012093929354547426
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-06,0.788,3.89,指数型-股票,0.0022537142615256583
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-07,0.783,3.89,指数型-股票,-0.00995754996831357
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-10,0.794,3.89,指数型-股票,-0.015298330924703172
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-11,0.797,3.89,指数型-股票,-0.021701266115940986
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-12,0.799,3.89,指数型-股票,-0.029426682018020178
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-13,0.808,3.89,指数型-股票,-0.01947695225180764
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-14,0.802,3.89,指数型-股票,-0.010174889792000643
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-17,0.797,3.89,指数型-股票,-0.00759011424386891
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-18,0.795,3.89,指数型-股票,-0.007671974251355881
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-19,0.793,3.89,指数型-股票,-0.013521971600344592
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-20,0.793,3.89,指数型-股票,-0.02126631599671374
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-21,0.789,3.89,指数型-股票,-0.02953466708752826
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-24,0.781,3.89,指数型-股票,-0.04003333040541604
159640,工银瑞信中证上海环交所碳中和ETF行情,2023-07-25,0.798,3.89,指数型-股票,-0.04363226437766768
159641,招商中证上海环交所碳中和ETF行情,2023-06-28,0.799,4.62,指数型-股票,3.336117439384108e-05
159641,招商中证上海环交所碳中和ETF行情,2023-06-29,0.794,4.62,指数型-股票,-0.0013174100370646803
159641,招商中证上海环交所碳中和ETF行情,2023-06-30,0.804,4.62,指数型-股票,0.010365144162383072
159641,招商中证上海环交所碳中和ETF行情,2023-07-03,0.812,4.62,指数型-股票,0.018703714201031042
159641,招商中证上海环交所碳中和ETF行情,2023-07-04,0.809,4.62,指数型-股票,0.021319344671460322
159641,招商中证上海环交所碳中和ETF行情,2023-07-05,0.805,4.62,指数型-股票,0.013984481909486986
159641,招商中证上海环交所碳中和ETF行情,2023-07-06,0.799,4.62,指数型-股票,0.002457283361600357
159641,招商中证上海环交所碳中和ETF行情,2023-07-07,0.794,4.62,指数型-股票,-0.01161654896609275
159641,招商中证上海环交所碳中和ETF行情,2023-07-10,0.807,4.62,指数型-股票,-0.016759349148121692
159641,招商中证上海环交所碳中和ETF行情,2023-07-11,0.811,4.62,指数型-股票,-0.021391026643072453
159641,招商中证上海环交所碳中和ETF行情,2023-07-12,0.811,4.62,指数型-股票,-0.02855394554002472
159641,招商中证上海环交所碳中和ETF行情,2023-07-13,0.82,4.62,指数型-股票,-0.01754614781296618
159641,招商中证上海环交所碳中和ETF行情,2023-07-14,0.816,4.62,指数型-股票,-0.007246119114365698
159641,招商中证上海环交所碳中和ETF行情,2023-07-17,0.809,4.62,指数型-股票,-0.004909607159310432
159641,招商中证上海环交所碳中和ETF行情,2023-07-18,0.809,4.62,指数型-股票,-0.003574705032556634
159641,招商中证上海环交所碳中和ETF行情,2023-07-19,0.806,4.62,指数型-股票,-0.008650654090861498
159641,招商中证上海环交所碳中和ETF行情,2023-07-20,0.805,4.62,指数型-股票,-0.017458116353091854
159641,招商中证上海环交所碳中和ETF行情,2023-07-21,0.8,4.62,指数型-股票,-0.026233481815496444
159641,招商中证上海环交所碳中和ETF行情,2023-07-24,0.794,4.62,指数型-股票,-0.03729001248781456
159641,招商中证上海环交所碳中和ETF行情,2023-07-25,0.81,4.62,指数型-股票,-0.04224189610617597
159642,大成中证上海环交所碳中和ETF行情,2023-06-28,0.797,1.84,指数型-股票,-0.007521690348214841
159642,大成中证上海环交所碳中和ETF行情,2023-06-29,0.792,1.84,指数型-股票,-0.009121218389477017
159642,大成中证上海环交所碳中和ETF行情,2023-06-30,0.801,1.84,指数型-股票,0.002489573340087161
159642,大成中证上海环交所碳中和ETF行情,2023-07-03,0.807,1.84,指数型-股票,0.010981765271056255
159642,大成中证上海环交所碳中和ETF行情,2023-07-04,0.806,1.84,指数型-股票,0.014562335163117739
159642,大成中证上海环交所碳中和ETF行情,2023-07-05,0.804,1.84,指数型-股票,0.008777165586055562
159642,大成中证上海环交所碳中和ETF行情,2023-07-06,0.794,1.84,指数型-股票,-0.0015891521642513104
159642,大成中证上海环交所碳中和ETF行情,2023-07-07,0.79,1.84,指数型-股票,-0.013528933275703594
159642,大成中证上海环交所碳中和ETF行情,2023-07-10,0.803,1.84,指数型-股票,-0.019742115277340357
159642,大成中证上海环交所碳中和ETF行情,2023-07-11,0.806,1.84,指数型-股票,-0.024762687017275225
159642,大成中证上海环交所碳中和ETF行情,2023-07-12,0.806,1.84,指数型-股票,-0.033370415900975156
159642,大成中证上海环交所碳中和ETF行情,2023-07-13,0.816,1.84,指数型-股票,-0.021804941653989707
159642,大成中证上海环交所碳中和ETF行情,2023-07-14,0.811,1.84,指数型-股票,-0.01075868945267896
159642,大成中证上海环交所碳中和ETF行情,2023-07-17,0.803,1.84,指数型-股票,-0.010508708332898178
159642,大成中证上海环交所碳中和ETF行情,2023-07-18,0.803,1.84,指数型-股票,-0.01058473547778393
159642,大成中证上海环交所碳中和ETF行情,2023-07-19,0.799,1.84,指数型-股票,-0.017551355850517827
159642,大成中证上海环交所碳中和ETF行情,2023-07-20,0.799,1.84,指数型-股票,-0.026285468215845105
159642,大成中证上海环交所碳中和ETF行情,2023-07-21,0.797,1.84,指数型-股票,-0.033675589404699655
159642,大成中证上海环交所碳中和ETF行情,2023-07-24,0.788,1.84,指数型-股票,-0.04441795955595264
159642,大成中证上海环交所碳中和ETF行情,2023-07-25,0.807,1.84,指数型-股票,-0.04706077189625782
159643,国泰国证疫苗与生物科技ETF行情,2023-06-28,0.774,0.82,指数型-股票,-0.10728250236460034
159643,国泰国证疫苗与生物科技ETF行情,2023-06-29,0.773,0.82,指数型-股票,-0.10135158279267448
159643,国泰国证疫苗与生物科技ETF行情,2023-06-30,0.78,0.82,指数型-股票,-0.08476465057076925
159643,国泰国证疫苗与生物科技ETF行情,2023-07-03,0.787,0.82,指数型-股票,-0.06702854316736576
159643,国泰国证疫苗与生物科技ETF行情,2023-07-04,0.792,0.82,指数型-股票,-0.05521095727812678
159643,国泰国证疫苗与生物科技ETF行情,2023-07-05,0.785,0.82,指数型-股票,-0.05454572736917211
159643,国泰国证疫苗与生物科技ETF行情,2023-07-06,0.773,0.82,指数型-股票,-0.06410833441296655
159643,国泰国证疫苗与生物科技ETF行情,2023-07-07,0.769,0.82,指数型-股票,-0.07113891414791065
159643,国泰国证疫苗与生物科技ETF行情,2023-07-10,0.779,0.82,指数型-股票,-0.07127037734183464
159643,国泰国证疫苗与生物科技ETF行情,2023-07-11,0.786,0.82,指数型-股票,-0.0682591360936035
159643,国泰国证疫苗与生物科技ETF行情,2023-07-12,0.78,0.82,指数型-股票,-0.07041115483379021
159643,国泰国证疫苗与生物科技ETF行情,2023-07-13,0.795,0.82,指数型-股票,-0.0537324702702942
159643,国泰国证疫苗与生物科技ETF行情,2023-07-14,0.789,0.82,指数型-股票,-0.03729569337722737
159643,国泰国证疫苗与生物科技ETF行情,2023-07-17,0.778,0.82,指数型-股票,-0.02880806610923068
159643,国泰国证疫苗与生物科技ETF行情,2023-07-18,0.78,0.82,指数型-股票,-0.0212900910140916
159643,国泰国证疫苗与生物科技ETF行情,2023-07-19,0.78,0.82,指数型-股票,-0.02260823987185759
159643,国泰国证疫苗与生物科技ETF行情,2023-07-20,0.775,0.82,指数型-股票,-0.028887520621880814
159643,国泰国证疫苗与生物科技ETF行情,2023-07-21,0.794,0.82,指数型-股票,-0.022996418762839116
159643,国泰国证疫苗与生物科技ETF行情,2023-07-24,0.793,0.82,指数型-股票,-0.02144691511974096
159643,国泰国证疫苗与生物科技ETF行情,2023-07-25,0.8,0.82,指数型-股票,-0.017997848319353704
159645,富国国证疫苗与生物科技ETF行情,2023-06-28,0.881,0.28,指数型-股票,-0.15252390444063527
159645,富国国证疫苗与生物科技ETF行情,2023-06-29,0.879,0.28,指数型-股票,-0.1465578165684376
159645,富国国证疫苗与生物科技ETF行情,2023-06-30,0.887,0.28,指数型-股票,-0.12934506977479548
159645,富国国证疫苗与生物科技ETF行情,2023-07-03,0.895,0.28,指数型-股票,-0.11068062185623541
159645,富国国证疫苗与生物科技ETF行情,2023-07-04,0.898,0.28,指数型-股票,-0.09952407625141206
159645,富国国证疫苗与生物科技ETF行情,2023-07-05,0.891,0.28,指数型-股票,-0.10106427316937644
159645,富国国证疫苗与生物科技ETF行情,2023-07-06,0.879,0.28,指数型-股票,-0.11245488891208581
159645,富国国证疫苗与生物科技ETF行情,2023-07-07,0.875,0.28,指数型-股票,-0.11968907486703115
159645,富国国证疫苗与生物科技ETF行情,2023-07-10,0.887,0.28,指数型-股票,-0.11847171830529879
159645,富国国证疫苗与生物科技ETF行情,2023-07-11,0.892,0.28,指数型-股票,-0.1161249582663177
159645,富国国证疫苗与生物科技ETF行情,2023-07-12,0.885,0.28,指数型-股票,-0.11965963500941756
159645,富国国证疫苗与生物科技ETF行情,2023-07-13,0.904,0.28,指数型-股票,-0.09999880606603834
159645,富国国证疫苗与生物科技ETF行情,2023-07-14,0.897,0.28,指数型-股票,-0.08083835932276048
159645,富国国证疫苗与生物科技ETF行情,2023-07-17,0.885,0.28,指数型-股票,-0.07015736065202227
159645,富国国证疫苗与生物科技ETF行情,2023-07-18,0.887,0.28,指数型-股票,-0.060124845644094975
159645,富国国证疫苗与生物科技ETF行情,2023-07-19,0.884,0.28,指数型-股票,-0.06212402263069396
159645,富国国证疫苗与生物科技ETF行情,2023-07-20,0.879,0.28,指数型-股票,-0.0692682646045347
159645,富国国证疫苗与生物科技ETF行情,2023-07-21,0.897,0.28,指数型-股票,-0.06491419772830183
159645,富国国证疫苗与生物科技ETF行情,2023-07-24,0.901,0.28,指数型-股票,-0.0620173589650469
159645,富国国证疫苗与生物科技ETF行情,2023-07-25,0.907,0.28,指数型-股票,-0.05840674665746778
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-06-28,0.779,0.26,指数型-股票,-0.10165012902642148
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-06-29,0.778,0.26,指数型-股票,-0.0961822825128479
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-06-30,0.786,0.26,指数型-股票,-0.08087262397463224
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-03,0.791,0.26,指数型-股票,-0.06470531498137393
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-04,0.794,0.26,指数型-股票,-0.055104070114792944
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-05,0.788,0.26,指数型-股票,-0.056193817710764385
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-06,0.777,0.26,指数型-股票,-0.06710479790518892
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-07,0.773,0.26,指数型-股票,-0.0744562921228215
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-10,0.783,0.26,指数型-股票,-0.07374132450267876
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-11,0.788,0.26,指数型-股票,-0.0724864727613638
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-12,0.783,0.26,指数型-股票,-0.07469808605309214
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-13,0.796,0.26,指数型-股票,-0.05890962590444622
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-14,0.792,0.26,指数型-股票,-0.042667899667749656
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-17,0.783,0.26,指数型-股票,-0.03331491925981039
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-18,0.783,0.26,指数型-股票,-0.024874716758406124
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-19,0.781,0.26,指数型-股票,-0.026738961775630978
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-20,0.777,0.26,指数型-股票,-0.03398153072443284
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-21,0.792,0.26,指数型-股票,-0.031026327961345454
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-24,0.794,0.26,指数型-股票,-0.029391447506346313
159646,华泰柏瑞国证疫苗与生物科技ETF行情,2023-07-25,0.8,0.26,指数型-股票,-0.02612640464849812
159647,鹏华中证中药ETF行情,2023-06-28,1.159,10.66,指数型-股票,-0.23962117320413595
159647,鹏华中证中药ETF行情,2023-06-29,1.174,10.66,指数型-股票,-0.22181446149202994
159647,鹏华中证中药ETF行情,2023-06-30,1.181,10.66,指数型-股票,-0.19969832938400414
159647,鹏华中证中药ETF行情,2023-07-03,1.161,10.66,指数型-股票,-0.1740974077147994
159647,鹏华中证中药ETF行情,2023-07-04,1.156,10.66,指数型-股票,-0.16471402730437124
159647,鹏华中证中药ETF行情,2023-07-05,1.144,10.66,指数型-股票,-0.15334709145769282
159647,鹏华中证中药ETF行情,2023-07-06,1.123,10.66,指数型-股票,-0.16243589257342378
159647,鹏华中证中药ETF行情,2023-07-07,1.125,10.66,指数型-股票,-0.1669706712602819
159647,鹏华中证中药ETF行情,2023-07-10,1.125,10.66,指数型-股票,-0.1741953729350406
159647,鹏华中证中药ETF行情,2023-07-11,1.129,10.66,指数型-股票,-0.1833318012551957
159647,鹏华中证中药ETF行情,2023-07-12,1.118,10.66,指数型-股票,-0.18973711188251494
159647,鹏华中证中药ETF行情,2023-07-13,1.124,10.66,指数型-股票,-0.18657959384192696
159647,鹏华中证中药ETF行情,2023-07-14,1.118,10.66,指数型-股票,-0.1845920095914441
159647,鹏华中证中药ETF行情,2023-07-17,1.135,10.66,指数型-股票,-0.16883324280074619
159647,鹏华中证中药ETF行情,2023-07-18,1.121,10.66,指数型-股票,-0.16178637911582844
159647,鹏华中证中药ETF行情,2023-07-19,1.114,10.66,指数型-股票,-0.1688926442425706
159647,鹏华中证中药ETF行情,2023-07-20,1.107,10.66,指数型-股票,-0.18757115814714925
159647,鹏华中证中药ETF行情,2023-07-21,1.11,10.66,指数型-股票,-0.1894596942974599
159647,鹏华中证中药ETF行情,2023-07-24,1.12,10.66,指数型-股票,-0.18225309266209747
159647,鹏华中证中药ETF行情,2023-07-25,1.122,10.66,指数型-股票,-0.1623521540104631
159701,招商中证物联网主题ETF行情,2023-06-28,0.768,0.3,指数型-股票,0.10437338901610761
159701,招商中证物联网主题ETF行情,2023-06-29,0.782,0.3,指数型-股票,0.0995045069970835
159701,招商中证物联网主题ETF行情,2023-06-30,0.789,0.3,指数型-股票,0.101457074632967
159701,招商中证物联网主题ETF行情,2023-07-03,0.79,0.3,指数型-股票,0.10013332204380357
159701,招商中证物联网主题ETF行情,2023-07-04,0.803,0.3,指数型-股票,0.0875826870789999
