基金代码,基金简称,类型,2023-05-09-单位净值,2023-05-09-累计净值,2023-05-08-单位净值,2023-05-08-累计净值,增长值,增长率,市价,折价率
159859,天弘国证生物医药ETF行情,指数型-股票,0.5120,0.5120,0.5230,0.5230,-0.0110,-2.10%,0.5100,0.39%
159861,国泰中证环保产业50ETF行情,指数型-股票,1.1001,1.1001,1.1167,1.1167,-0.0166,-1.49%,1.1020,-0.17%
159862,银华中证细分食品饮料产业主题ETF行情,指数型-股票,0.8591,0.8591,0.8585,0.8585,0.0006,0.07%,0.8580,0.13%
159863,鹏华中证光伏产业ETF行情,指数型-股票,0.8071,1.2107,0.8213,1.2320,-0.0142,-1.73%,0.8080,-0.11%
159864,国泰中证光伏产业ETF行情,指数型-股票,0.7653,0.7653,0.7785,0.7785,-0.0132,-1.70%,0.7650,0.04%
159865,国泰中证畜牧养殖ETF行情,指数型-股票,0.7342,0.7342,0.7315,0.7315,0.0027,0.37%,0.7340,0.03%
159866,工银瑞信大和日经225ETF(QDII)行情,QDII,0.8654,0.8654,0.8556,0.8556,0.0098,1.15%,0.8750,-1.11%
159867,鹏华中证畜牧养殖ETF行情,指数型-股票,0.7360,0.7360,0.7334,0.7334,0.0026,0.35%,0.7370,-0.14%
159869,华夏中证动漫游戏ETF行情,指数型-股票,1.4800,1.4800,1.5476,1.5476,-0.0676,-4.37%,1.4800,0.00%
159870,鹏华中证细分化工产业ETF行情,指数型-股票,0.6893,0.6893,0.6966,0.6966,-0.0073,-1.05%,0.6910,-0.25%
159871,银华中证有色金属ETF行情,指数型-股票,1.1053,1.1053,1.1241,1.1241,-0.0188,-1.67%,1.1050,0.03%
159872,鹏华中证车联网主题ETF行情,指数型-股票,0.8603,0.8603,0.8723,0.8723,-0.0120,-1.38%,0.8620,-0.20%
159873,天弘中证全指医疗保健设备与服务ETF行情,指数型-股票,0.7316,0.7316,0.7403,0.7403,-0.0087,-1.18%,0.7330,-0.19%
159875,嘉实中证新能源ETF行情,指数型-股票,0.6744,0.6744,0.6868,0.6868,-0.0124,-1.81%,0.6760,-0.24%
159876,华宝有色金属ETF行情,指数型-股票,1.1398,1.1398,1.1591,1.1591,-0.0193,-1.67%,1.1410,-0.11%
159877,南方中证全指医疗保健设备与服务ETF行情,指数型-股票,0.7707,0.7707,0.7798,0.7798,-0.0091,-1.17%,0.7720,-0.17%
159880,鹏华国证有色金属行业ETF行情,指数型-股票,1.0709,1.0709,1.0876,1.0876,-0.0167,-1.54%,1.0750,-0.38%
159881,国泰中证有色金属ETF行情,指数型-股票,1.0390,1.0390,1.0566,1.0566,-0.0176,-1.67%,1.0410,-0.19%
159883,永赢中证全指医疗器械ETF行情,指数型-股票,0.6153,0.6153,0.6224,0.6224,-0.0071,-1.14%,0.6150,0.05%
159885,鹏华中证内地低碳经济主题ETF行情,指数型-股票,0.7405,1.1108,0.7509,1.1264,-0.0104,-1.39%,0.7410,-0.07%
159886,富国细分机械设备产业主题ETF行情,指数型-股票,0.9360,0.9360,0.9520,0.9520,-0.0160,-1.68%,0.9380,-0.21%
159887,富国中证800银行ETF行情,指数型-股票,0.9585,0.9585,0.9691,0.9691,-0.0106,-1.09%,0.9560,0.26%
159888,华夏中证智能汽车主题ETF行情,指数型-股票,0.8996,0.8996,0.9037,0.9037,-0.0041,-0.45%,0.9010,-0.16%
159889,国泰中证智能汽车主题ETF行情,指数型-股票,0.7938,0.7938,0.7974,0.7974,-0.0036,-0.45%,0.7930,0.10%
159890,招商中证云计算ETF行情,指数型-股票,1.1626,1.1626,1.1698,1.1698,-0.0072,-0.62%,1.1620,0.05%
159891,建信中证全指医疗保健设备与服务ETF行情,指数型-股票,0.5836,0.5836,0.5903,0.5903,-0.0067,-1.14%,0.5860,-0.41%
159892,华夏恒生香港上市生物科技ETF(QDII)行情,QDII,0.6312,0.6312,0.6545,0.6545,-0.0233,-3.56%,0.6310,0.03%
159895,易方达中证物联网主题ETF行情,指数型-股票,0.7680,0.7680,0.7697,0.7697,-0.0017,-0.22%,0.7670,0.13%
159896,南方中证物联网主题ETF行情,指数型-股票,0.7181,0.7181,0.7197,0.7197,-0.0016,-0.22%,0.7200,-0.26%
159898,招商中证全指医疗器械ETF行情,指数型-股票,0.6270,0.6270,0.6343,0.6343,-0.0073,-1.15%,0.6300,-0.48%
159899,招商中证全指软件ETF行情,指数型-股票,0.9637,0.9637,0.9681,0.9681,-0.0044,-0.45%,0.9660,-0.24%
159901,易方达深证100ETF行情,指数型-股票,2.8798,5.5826,2.8997,5.6204,-0.0199,-0.69%,2.8810,-0.04%
159902,华夏中小企业100ETF行情,指数型-股票,3.6510,3.7710,3.6850,3.8050,-0.0340,-0.92%,3.6490,0.05%
159903,南方深证成份ETF行情,指数型-股票,1.3026,0.9611,1.3143,0.9698,-0.0117,-0.89%,1.3110,-0.64%
159905,工银深证红利ETF行情,指数型-股票,1.9619,1.9619,1.9659,1.9659,-0.0040,-0.20%,1.9610,0.05%
159906,大成深证成长40ETF行情,指数型-股票,0.9930,0.9930,0.9990,0.9990,-0.0060,-0.60%,0.9910,0.20%
159907,广发中小企业300ETF行情,指数型-股票,---,---,1.5640,1.4210,---,---,1.5630,---
159908,博时创业板ETF行情,指数型-股票,2.0316,2.0316,2.0561,2.0561,-0.0245,-1.19%,2.0340,-0.12%
159909,招商深证TMT50ETF行情,指数型-股票,0.6182,1.8622,0.6218,1.8730,-0.0036,-0.58%,0.6190,-0.13%
159910,嘉实深证基本面120ETF行情,指数型-股票,2.0848,2.0848,2.0924,2.0924,-0.0076,-0.36%,2.0810,0.18%
159912,汇添富深证300ETF行情,指数型-股票,1.4856,1.4856,1.4978,1.4978,-0.0122,-0.81%,1.4860,-0.03%
159913,交银深证300价值ETF行情,指数型-股票,2.0530,2.0530,2.0700,2.0700,-0.0170,-0.82%,2.0400,0.63%
159915,易方达创业板ETF行情,指数型-股票,2.1818,2.4994,2.2083,2.5298,-0.0265,-1.20%,2.1800,0.08%
159916,建信深证基本面60ETF行情,指数型-股票,4.6038,2.5083,4.6133,2.5135,-0.0095,-0.21%,4.5770,0.58%
159918,嘉实中创400ETF行情,指数型-股票,1.8845,1.8845,1.9124,1.9124,-0.0279,-1.46%,1.8840,0.03%
159919,嘉实沪深300ETF行情,指数型-股票,4.0959,1.8331,4.1312,1.8480,-0.0353,-0.85%,4.0920,0.10%
159920,华夏恒生ETF(QDII)行情,QDII,1.1132,1.1892,1.1360,1.2120,-0.0228,-2.01%,1.1150,-0.16%
159922,嘉实中证500ETF行情,指数型-股票,6.3270,1.9822,6.3938,2.0032,-0.0668,-1.04%,6.3260,0.02%
159923,大成中证100ETF行情,指数型-股票,1.7310,1.7310,1.7490,1.7490,-0.0180,-1.03%,1.7300,0.06%
159925,南方沪深300ETF行情,指数型-股票,1.9804,1.7363,1.9975,1.7513,-0.0171,-0.86%,1.9770,0.17%
159928,汇添富中证主要消费ETF行情,指数型-股票,0.9868,3.9472,0.9865,3.9460,0.0003,0.03%,0.9870,-0.02%
159929,汇添富中证医药卫生ETF行情,指数型-股票,1.5888,1.5888,1.6093,1.6093,-0.0205,-1.27%,1.5900,-0.08%
159930,汇添富中证能源ETF行情,指数型-股票,1.2587,1.2587,1.2745,1.2745,-0.0158,-1.24%,1.2560,0.21%
159931,汇添富中证金融地产ETF行情,指数型-股票,1.5828,1.5828,1.5909,1.5909,-0.0081,-0.51%,1.5780,0.30%
159933,国投瑞银金融地产ETF行情,指数型-股票,2.3835,2.3835,2.4008,2.4008,-0.0173,-0.72%,2.3860,-0.10%
159934,易方达黄金ETF行情,商品（不含QDII）,4.3309,1.7644,4.3228,1.7611,0.0081,0.19%,4.3300,0.02%
159935,景顺长城中证500ETF行情,指数型-股票,1.8876,1.8876,1.9075,1.9075,-0.0199,-1.04%,1.8850,0.14%
159936,广发中证全指可选消费ETF行情,指数型-股票,---,---,1.6137,1.6137,---,---,1.5970,---
159937,博时黄金ETF行情,商品（不含QDII）,4.3741,1.7175,4.3659,1.7143,0.0082,0.19%,4.3740,0.00%
159938,广发中证全指医药卫生ETF行情,指数型-股票,---,---,0.7807,1.5614,---,---,0.7720,---
159939,广发中证全指信息技术ETF行情,指数型-股票,---,---,0.5844,1.1688,---,---,0.5810,---
159940,广发中证全指金融地产ETF行情,指数型-股票,---,---,1.0053,1.0053,---,---,0.9970,---
159941,广发纳斯达克100ETF行情,QDII,---,---,---,---,---,---,0.7010,---
159943,大成深证成份ETF行情,指数型-股票,1.1360,0.8810,1.1460,0.8890,-0.0100,-0.87%,1.1410,-0.44%
159944,广发中证全指原材料ETF行情,指数型-股票,---,---,1.0087,1.0087,---,---,0.9980,---
159945,广发中证全指能源ETF行情,指数型-股票,---,---,1.0638,1.0638,---,---,1.0520,---
159948,南方创业板ETF行情,指数型-股票,2.4048,1.1817,2.4339,1.1960,-0.0291,-1.20%,2.4060,-0.05%
159949,华安创业板50ETF行情,指数型-股票,0.9492,0.9492,0.9610,0.9610,-0.0118,-1.23%,0.9490,0.02%
159952,广发创业板ETF行情,指数型-股票,---,---,1.3384,1.3384,---,---,1.3240,---
159954,南方恒生中国企业ETF行情,指数型-股票,0.7074,0.7074,0.7238,0.7238,-0.0164,-2.27%,0.7070,0.06%
159956,建信创业板ETF行情,指数型-股票,1.3648,1.3648,1.3808,1.3808,-0.0160,-1.16%,1.3660,-0.09%
159957,华夏创业板ETF行情,指数型-股票,1.4272,1.4272,1.4444,1.4444,-0.0172,-1.19%,1.4290,-0.13%
159958,工银瑞信创业板ETF行情,指数型-股票,1.3086,1.3086,1.3242,1.3242,-0.0156,-1.18%,1.3110,-0.18%
159959,银华中证央企结构调整ETF行情,指数型-股票,1.4209,1.4209,1.4408,1.4408,-0.0199,-1.38%,1.4190,0.13%
159960,平安港股通恒生中国企业ETF行情,指数型-股票,0.7140,0.8040,0.7293,0.8193,-0.0153,-2.10%,0.7170,-0.42%
159961,方正富邦深证100ETF行情,指数型-股票,1.7101,1.7101,1.7216,1.7216,-0.0115,-0.67%,1.7150,-0.29%
159964,平安创业板ETF行情,指数型-股票,1.4088,1.4088,1.4256,1.4256,-0.0168,-1.18%,1.4100,-0.09%
159965,中融央视财经50ETF行情,指数型-股票,1.3644,1.3644,1.3779,1.3779,-0.0135,-0.98%,1.3670,-0.19%
159966,华夏创业板价值ETF行情,指数型-股票,0.4795,1.4752,0.4859,1.4949,-0.0064,-1.32%,0.4800,-0.10%
159967,华夏创成长ETF行情,指数型-股票,0.5274,1.9189,0.5352,1.9473,-0.0078,-1.46%,0.5270,0.08%
159968,博时中证500ETF行情,指数型-股票,7.2074,1.4208,7.2830,1.4357,-0.0756,-1.04%,7.2080,-0.01%
159969,银华深证100ETF行情,指数型-股票,1.2380,1.2380,1.2464,1.2464,-0.0084,-0.67%,1.2390,-0.08%
159970,工银瑞信深证100ETF行情,指数型-股票,4.8995,1.0724,4.9315,1.0794,-0.0320,-0.65%,4.9070,-0.15%
159971,富国创业板ETF行情,指数型-股票,1.5271,1.5271,1.5452,1.5452,-0.0181,-1.17%,1.5250,0.14%
159972,鹏华中证5年地债ETF行情,债券型-长债,113.9885,1.1421,113.9334,1.1415,0.0551,0.05%,113.4700,0.45%
159973,弘毅远方民企领先100ETF行情,指数型-股票,1.3382,1.3382,1.3506,1.3506,-0.0124,-0.92%,1.3260,0.91%
159974,富国央企创新ETF行情,指数型-股票,1.5489,1.5489,1.5796,1.5796,-0.0307,-1.94%,1.5510,-0.14%
159975,招商深证100ETF行情,指数型-股票,0.5780,1.3207,0.5819,1.3296,-0.0039,-0.67%,0.5770,0.17%
159976,工银粤港澳大湾区创新100ETF行情,指数型-股票,0.9758,0.9758,0.9891,0.9891,-0.0133,-1.34%,0.9760,-0.02%
159977,天弘创业板ETF行情,指数型-股票,2.2803,1.3448,2.3079,1.3611,-0.0276,-1.20%,2.2850,-0.21%
159980,大成有色金属期货ETF行情,商品（不含QDII）,---,---,1.5395,1.5395,---,---,1.5280,---
159981,建信易盛能源化工期货ETF行情,商品（不含QDII）,1.5059,1.5059,1.5074,1.5074,-0.0015,-0.10%,1.4880,1.19%
159982,鹏华中证500ETF行情,指数型-股票,1.4757,1.4757,1.4909,1.4909,-0.0152,-1.02%,1.4760,-0.02%
159983,华夏粤港澳大湾区创新100ETF行情,指数型-股票,1.0732,1.0732,1.0880,1.0880,-0.0148,-1.36%,1.0720,0.11%
159984,南方粤港澳大湾区ETF行情,指数型-股票,0.9979,0.9979,1.0116,1.0116,-0.0137,-1.35%,1.0040,-0.61%
159985,华夏饲料豆粕期货ETF行情,商品（不含QDII）,1.7849,1.7849,1.7894,1.7894,-0.0045,-0.25%,1.7800,0.27%
159987,银华中证研发创新100ETF行情,指数型-股票,1.4690,1.4690,1.4915,1.4915,-0.0225,-1.51%,1.4700,-0.07%
159990,银华巨潮小盘价值ETF行情,指数型-股票,1.3119,1.3119,1.3175,1.3175,-0.0056,-0.43%,1.3120,-0.01%
159991,招商创业板大盘ETF行情,指数型-股票,0.4561,1.2953,0.4616,1.3109,-0.0055,-1.19%,0.4580,-0.42%
159992,银华中证创新药产业ETF行情,指数型-股票,0.8814,0.8814,0.8985,0.8985,-0.0171,-1.90%,0.8810,0.05%
159993,鹏华国证证券龙头ETF行情,指数型-股票,1.0619,1.0619,1.0524,1.0524,0.0095,0.90%,1.0590,0.27%
159994,银华中证5G通信主题ETF行情,指数型-股票,0.7427,0.7427,0.7458,0.7458,-0.0031,-0.42%,0.7420,0.09%
159995,华夏国证半导体芯片ETF行情,指数型-股票,1.0611,1.0611,1.0810,1.0810,-0.0199,-1.84%,1.0610,0.01%
159996,国泰中证全指家电ETF行情,指数型-股票,1.0546,1.0546,1.0620,1.0620,-0.0074,-0.70%,1.0530,0.15%
159997,天弘中证电子ETF行情,指数型-股票,0.9458,0.9458,0.9511,0.9511,-0.0053,-0.56%,0.9450,0.08%
159998,天弘中证计算机ETF行情,指数型-股票,1.0042,1.0042,1.0093,1.0093,-0.0051,-0.51%,1.0050,-0.08%
510010,交银上证180公司治理ETF行情,指数型-股票,1.4720,1.6390,1.4870,1.6550,-0.0150,-1.01%,1.5650,-6.32%
510020,博时上证超大盘ETF行情,指数型-股票,2.9037,1.0710,2.9226,1.0779,-0.0189,-0.65%,2.8990,0.16%
510030,华宝上证180价值ETF行情,指数型-股票,0.8780,2.4040,0.8910,2.4400,-0.0130,-1.46%,0.8770,0.11%
510050,华夏上证50ETF行情,指数型-股票,2.7080,3.9430,2.7240,3.9620,-0.0160,-0.59%,2.7060,0.07%
510060,工银上证央企ETF行情,指数型-股票,2.2157,1.4173,2.2411,1.4335,-0.0254,-1.13%,2.2190,-0.15%
510090,建信责任ETF行情,指数型-股票,2.4168,2.8832,2.4467,2.9189,-0.0299,-1.22%,2.4210,-0.17%
510100,易方达上证50ETF行情,指数型-股票,1.3511,1.1321,1.3593,1.1389,-0.0082,-0.60%,1.3500,0.08%
510110,海富通上证周期ETF行情,指数型-股票,4.0245,1.6151,4.0626,1.6304,-0.0381,-0.94%,4.0060,0.46%
510120,海富通上证非周期ETF行情,指数型-股票,3.6294,1.5290,3.6615,1.5425,-0.0321,-0.88%,3.6350,-0.15%
510130,中盘ETF行情,指数型-股票,5.7259,1.9694,5.8150,2.0001,-0.0891,-1.53%,5.7420,-0.28%
510150,招商上证消费80ETF行情,指数型-股票,0.5859,2.3172,0.5903,2.3346,-0.0044,-0.75%,0.5870,-0.19%
510160,中证南方小康产业指数ETF行情,指数型-股票,0.7832,1.9485,0.7948,1.9774,-0.0116,-1.46%,0.7840,-0.10%
510170,国联安上证商品ETF行情,指数型-股票,---,---,0.8650,1.0730,---,---,0.8560,---
510180,华安上证180ETF行情,指数型-股票,3.6387,3.9321,3.6752,3.9661,-0.0365,-0.99%,3.6400,-0.04%
510190,华安上证50ETF行情,指数型-股票,3.6080,1.3826,3.6291,1.3907,-0.0211,-0.58%,3.6110,-0.08%
510200,汇安上证证券ETF行情,指数型-股票,1.1212,1.1212,1.1101,1.1101,0.0111,1.00%,1.1230,-0.16%
510210,上证综指ETF行情,指数型-股票,0.9860,1.6870,0.9970,1.7060,-0.0110,-1.10%,0.9860,0.00%
510230,国泰上证180金融ETF行情,指数型-股票,1.0773,1.8337,1.0887,1.8499,-0.0114,-1.05%,1.0780,-0.06%
510270,中银上证国企100ETF行情,指数型-股票,1.3130,1.5320,1.3230,1.5440,-0.0100,-0.76%,1.3100,0.23%
510290,南方上证380ETF行情,指数型-股票,2.0225,2.0225,2.0440,2.0440,-0.0215,-1.05%,2.0240,-0.07%
510300,华泰柏瑞沪深300ETF行情,指数型-股票,4.0240,1.7153,4.0584,1.7280,-0.0344,-0.85%,4.0190,0.12%
510310,易方达沪深300发起式ETF行情,指数型-股票,1.9179,1.9179,1.9343,1.9343,-0.0164,-0.85%,1.9160,0.10%
510330,华夏沪深300ETF行情,指数型-股票,4.0274,1.9409,4.0621,1.9551,-0.0347,-0.85%,4.0230,0.11%
510350,工银瑞信沪深300ETF行情,指数型-股票,4.2286,1.1090,4.2646,1.1185,-0.0360,-0.84%,4.2380,-0.22%
510360,广发沪深300ETF行情,指数型-股票,---,---,1.4400,1.4400,---,---,1.4290,---
510370,兴业沪深300ETF行情,指数型-股票,0.8563,0.8563,0.8630,0.8630,-0.0067,-0.78%,0.8620,-0.67%
510380,国寿安保沪深300ETF行情,指数型-股票,1.1032,1.1032,1.1127,1.1127,-0.0095,-0.85%,1.1030,0.02%
510390,平安沪深300ETF行情,指数型-股票,4.1622,1.1224,4.1979,1.1309,-0.0357,-0.85%,4.1600,0.05%
510410,博时上证自然资源ETF行情,指数型-股票,1.1584,1.1584,1.1746,1.1746,-0.0162,-1.38%,1.1590,-0.05%
510500,南方中证500ETF行情,指数型-股票,---,---,6.2737,2.0144,---,---,6.2040,---
510510,广发中证500ETF行情,指数型-股票,---,---,1.8892,1.8892,---,---,1.8690,---
510530,工银中证500ETF行情,指数型-股票,6.3397,1.2256,6.4067,1.2386,-0.0670,-1.05%,6.3390,0.01%
510550,方正富邦中证500ETF行情,指数型-股票,1.5204,1.5204,1.5365,1.5365,-0.0161,-1.05%,1.5190,0.09%
510560,国寿安保中证500ETF行情,指数型-股票,1.3801,0.6390,1.3947,0.6458,-0.0146,-1.05%,1.3960,-1.15%
510570,兴业中证500ETF行情,指数型-股票,0.9318,0.9318,0.9415,0.9415,-0.0097,-1.03%,0.9570,-2.70%
510580,易方达中证500ETF行情,指数型-股票,0.7377,1.1367,0.7454,1.1486,-0.0077,-1.03%,0.7370,0.09%
510590,平安中证500ETF行情,指数型-股票,6.3724,1.1801,6.4397,1.1913,-0.0673,-1.05%,6.3790,-0.10%
510600,申万菱信上证50ETF行情,指数型-股票,3.2873,1.3394,3.3069,1.3474,-0.0196,-0.59%,3.2890,-0.05%
510630,华夏消费ETF行情,指数型-股票,1.1269,4.5076,1.1296,4.5184,-0.0027,-0.24%,1.1270,-0.01%
510650,上证金融地产发起式ETF行情,指数型-股票,2.2044,2.2044,2.2274,2.2274,-0.0230,-1.03%,2.2130,-0.39%
510660,华夏医药ETF行情,指数型-股票,2.5941,2.5941,2.6229,2.6229,-0.0288,-1.10%,2.5930,0.04%
510680,万家上证50ETF行情,指数型-股票,2.6516,2.6516,2.6671,2.6671,-0.0155,-0.58%,2.6540,-0.09%
510710,博时上证50ETF行情,指数型-股票,3.4670,1.0718,3.4874,1.0781,-0.0204,-0.58%,3.4660,0.03%
510760,国泰上证综合交易ETF行情,指数型-股票,1.0896,1.0896,1.0994,1.0994,-0.0098,-0.89%,1.0880,0.15%
510770,申万菱信上证G60创新ETF行情,指数型-股票,0.7050,0.7050,0.7145,0.7145,-0.0095,-1.33%,0.7090,-0.57%
510800,建信上证50ETF行情,指数型-股票,1.1718,1.1718,1.1787,1.1787,-0.0069,-0.59%,1.1700,0.15%
510810,汇添富中证上海国企ETF行情,指数型-股票,0.8564,0.8864,0.8618,0.8918,-0.0054,-0.63%,0.8540,0.28%
510850,工银瑞信上证50ETF行情,指数型-股票,2.9088,1.2132,2.9266,1.2206,-0.0178,-0.61%,2.9100,-0.04%
510880,华泰柏瑞上证红利ETF行情,指数型-股票,3.2210,2.8708,3.2482,2.8886,-0.0272,-0.84%,3.2110,0.31%
510900,易方达恒生国企ETF行情,QDII,0.7966,0.8466,0.8148,0.8648,-0.0182,-2.23%,0.7970,-0.05%
510990,工银瑞信中证180ESGETF行情,指数型-股票,0.8682,0.8682,0.8773,0.8773,-0.0091,-1.04%,0.8710,-0.32%
511010,国泰上证5年期国债ETF行情,债券型-长债,130.4960,1.3180,130.4450,1.3170,0.0510,0.04%,130.4630,0.03%
511020,平安中证5-10年国债活跃券ETF行情,债券型-长债,108.5067,1.1381,108.4735,1.1377,0.0332,0.03%,108.5540,-0.04%
511030,平安中债债利差因子ETF行情,债券型-长债,10.4817,1.1272,10.4807,1.1271,0.0010,0.01%,10.4570,0.24%
511060,海富通上证5年期ETF行情,债券型-长债,102.9562,1.1231,102.9021,1.1225,0.0541,0.05%,102.4900,0.45%
511180,海富通上证投资级可转债ETF行情,债券型-可转债,10.7244,1.0724,10.7509,1.0751,-0.0265,-0.25%,10.7300,-0.05%
511220,海富通上证城投债ETF行情,债券型-长债,9.8683,1.3531,9.8676,1.3531,0.0007,0.01%,9.8610,0.07%
511260,国泰上证10年期国债ETF行情,债券型-长债,121.2390,1.2120,121.1710,1.2120,0.0680,0.06%,121.1490,0.07%
511270,海富通上证10年期ETF行情,债券型-长债,109.1800,1.2300,109.1739,1.2299,0.0061,0.01%,108.2100,0.89%
511360,海富通中证短融ETF行情,债券型-中短债,107.1290,1.0713,107.1156,1.0712,0.0134,0.01%,107.1170,0.01%
511380,博时可转债ETF行情,债券型-可转债,11.3919,1.1392,11.4336,1.1434,-0.0417,-0.36%,11.4210,-0.26%
511520,富国中债7-10年政策性金融债ETF行情,债券型-长债,101.4598,1.0146,101.3746,1.0137,0.0852,0.08%,101.4230,0.04%
511580,招商中证政策性金融债3-5年ETF行情,债券型-长债,101.7593,1.0176,101.7146,1.0171,0.0447,0.04%,101.6450,0.11%
512000,华宝券商ETF行情,指数型-股票,0.9433,0.9433,0.9324,0.9324,0.0109,1.17%,0.9410,0.24%
512010,易方达沪深300医药ETF行情,指数型-股票,0.4515,1.8060,0.4564,1.8256,-0.0049,-1.07%,0.4530,-0.33%
512040,富国中证价值ETF行情,指数型-股票,1.9414,1.9414,1.9471,1.9471,-0.0057,-0.29%,1.9400,0.07%
512070,易方达沪深300非银ETF行情,指数型-股票,0.7034,2.1102,0.7059,2.1177,-0.0025,-0.35%,0.7030,0.06%
512090,易方达MSCI中国A股ETF行情,指数型-股票,1.5227,1.5227,1.5341,1.5341,-0.0114,-0.74%,1.5240,-0.09%
512100,南方中证1000ETF行情,指数型-股票,---,---,2.6774,0.9787,---,---,2.6400,---
512120,华安中证细分医药ETF行情,指数型-股票,0.5010,1.5030,0.5090,1.5270,-0.0080,-1.57%,0.5020,-0.20%
512150,汇安富时中国A50ETF行情,指数型-股票,1.5439,1.5439,1.5536,1.5536,-0.0097,-0.62%,1.5380,0.38%
512160,南方MSCI中国A股国际通ETF行情,指数型-股票,1.1659,1.4559,1.1747,1.4647,-0.0088,-0.75%,1.1660,-0.01%
512170,华宝中证医疗ETF行情,指数型-股票,0.4516,1.3548,0.4581,1.3743,-0.0065,-1.42%,0.4520,-0.09%
512180,建信MSCI中国A股国际通ETF行情,指数型-股票,1.4117,1.4117,1.4223,1.4223,-0.0106,-0.75%,1.4110,0.05%
512190,浙商之江凤凰ETF行情,指数型-股票,1.7276,1.7276,1.7507,1.7507,-0.0231,-1.32%,1.7490,-1.24%
512200,南方中证房地产ETF行情,指数型-股票,0.6732,0.6732,0.6728,0.6728,0.0004,0.06%,0.6710,0.33%
512220,景顺中证科技传媒通信150ETF行情,指数型-股票,1.5397,1.5397,1.5556,1.5556,-0.0159,-1.02%,1.5450,-0.34%
512260,华安中证低波动ETF行情,指数型-股票,1.5978,1.5978,1.6075,1.6075,-0.0097,-0.60%,1.5950,0.18%
512280,景顺MSCI中国A股ETF行情,指数型-股票,1.4779,1.4779,1.4890,1.4890,-0.0111,-0.75%,1.4800,-0.14%
512290,国泰中证生物医药ETF行情,指数型-股票,1.1460,1.1460,1.1613,1.1613,-0.0153,-1.32%,1.1440,0.17%
512320,工银MSCI中国ETF行情,指数型-股票,0.9036,0.9036,0.9103,0.9103,-0.0067,-0.74%,0.9040,-0.04%
512330,南方中证500信息技术ETF行情,指数型-股票,---,---,0.9706,0.9706,---,---,0.9640,---
512360,平安MSCI中国A股国际ETF行情,指数型-股票,1.5211,1.5211,1.5322,1.5322,-0.0111,-0.72%,1.5270,-0.39%
512380,银华MSCI中国A股ETF行情,指数型-股票,1.3203,1.3203,1.3302,1.3302,-0.0099,-0.74%,1.3190,0.10%
512390,平安MSCI中国A股ETF行情,指数型-股票,1.2627,1.4097,1.2766,1.4236,-0.0139,-1.09%,1.2770,-1.13%
512400,南方中证申万有色金属ETF行情,指数型-股票,1.0912,1.0912,1.1099,1.1099,-0.0187,-1.68%,1.0910,0.02%
512480,国联安中证半导体ETF行情,指数型-股票,---,---,0.9220,1.8440,---,---,0.9040,---
512500,华夏中证500ETF行情,指数型-股票,3.2959,0.7214,3.3308,0.7291,-0.0349,-1.05%,3.2910,0.15%
512510,华泰柏瑞中证500ETF行情,指数型-股票,1.6447,0.8296,1.6620,0.8382,-0.0173,-1.04%,1.6470,-0.14%
512520,华泰MSCI中国A股国际通ETF行情,指数型-股票,1.1835,1.5135,1.1928,1.5228,-0.0093,-0.78%,1.1830,0.04%
512530,建信沪深300红利ETF行情,指数型-股票,1.3344,1.3344,1.3447,1.3447,-0.0103,-0.77%,1.3330,0.10%
512550,嘉实富时中国A50ETF行情,指数型-股票,1.4090,1.4090,1.4168,1.4168,-0.0078,-0.55%,1.4050,0.28%
512560,易方达中证军工ETF行情,指数型-股票,0.6512,1.3024,0.6635,1.3270,-0.0123,-1.85%,0.6530,-0.28%
512570,易方达中证全指证券公司ETF行情,指数型-股票,0.9761,0.9761,0.9649,0.9649,0.0112,1.16%,0.9770,-0.09%
512580,广发中证环保ETF行情,指数型-股票,---,---,1.2602,1.2602,---,---,1.2440,---
512600,嘉实中证主要消费ETF行情,指数型-股票,0.8308,4.1540,0.8306,4.1530,0.0002,0.02%,0.8300,0.10%
512640,嘉实中证金融地产ETF行情,指数型-股票,1.9768,1.9768,1.9868,1.9868,-0.0100,-0.50%,1.9780,-0.06%
512650,添富中证长三角ETF行情,指数型-股票,1.0016,1.0016,1.0113,1.0113,-0.0097,-0.96%,1.0000,0.16%
512660,国泰中证军工ETF行情,指数型-股票,1.0920,1.0920,1.1121,1.1121,-0.0201,-1.81%,1.0920,0.00%
512670,鹏华中证国防ETF行情,指数型-股票,0.8029,1.6058,0.8159,1.6318,-0.0130,-1.59%,0.8040,-0.14%
512680,广发中证军工ETF行情,指数型-股票,---,---,1.1404,1.1404,---,---,1.1190,---
512690,鹏华中证酒ETF行情,指数型-股票,0.8272,2.3544,0.8254,2.3508,0.0018,0.22%,0.8280,-0.10%
512700,南方中证银行ETF行情,指数型-股票,1.2426,1.3426,1.2558,1.3558,-0.0132,-1.05%,1.2390,0.29%
512710,富国中证军工龙头ETF行情,指数型-股票,0.6835,1.3670,0.6935,1.3870,-0.0100,-1.44%,0.6840,-0.07%
512720,国泰中证计算机ETF行情,指数型-股票,1.3167,1.3167,1.3243,1.3243,-0.0076,-0.57%,1.3160,0.05%
512730,鹏华中证银行ETF行情,指数型-股票,1.2042,1.2042,1.2167,1.2167,-0.0125,-1.03%,1.2020,0.18%
512750,嘉实中证锐联基本面ETF行情,指数型-股票,1.2457,1.2457,1.2619,1.2619,-0.0162,-1.28%,1.2460,-0.02%
