date,close,code
2020-06-17,2.6784,009314
2020-06-18,2.7008,009314
2020-06-19,2.7442,009314
2020-06-22,2.8029,009314
2020-06-23,2.8576,009314
2020-06-24,2.8752,009314
2020-06-29,2.8755,009314
2020-06-30,2.95,009314
2020-07-01,2.9752,009314
2020-07-02,2.9588,009314
2020-07-03,2.9767,009314
2020-07-06,3.0831,009314
2020-07-07,3.1738,009314
2020-07-08,3.2276,009314
2020-07-09,3.3258,009314
2020-07-10,3.3287,009314
2020-07-13,3.4185,009314
2020-07-14,3.4015,009314
2020-07-15,3.3621,009314
2020-07-16,3.162,009314
2020-07-17,3.158,009314
2020-07-20,3.2137,009314
2020-07-21,3.2753,009314
2020-07-22,3.3017,009314
2020-07-23,3.3578,009314
2020-07-24,3.1762,009314
2020-07-27,3.1941,009314
2020-07-28,3.1949,009314
2020-07-29,3.3213,009314
2020-07-30,3.356,009314
2020-07-31,3.3891,009314
2020-08-03,3.447,009314
2020-08-04,3.4323,009314
2020-08-05,3.4344,009314
2020-08-06,3.3556,009314
2020-08-07,3.3483,009314
2020-08-10,3.3536,009314
2020-08-11,3.2782,009314
2020-08-12,3.2204,009314
2020-08-13,3.1909,009314
2020-08-14,3.2289,009314
2020-08-17,3.2585,009314
2020-08-18,3.2695,009314
2020-08-19,3.1647,009314
2020-08-20,3.1184,009314
2020-08-21,3.1568,009314
2020-08-24,3.1983,009314
2020-08-25,3.1932,009314
2020-08-26,3.099,009314
2020-08-27,3.1674,009314
2020-08-28,3.2295,009314
2020-08-31,3.2257,009314
2020-09-01,3.2599,009314
2020-09-02,3.2623,009314
2020-09-03,3.2343,009314
2020-09-04,3.236,009314
2020-09-07,3.1001,009314
2020-09-08,3.1094,009314
2020-09-09,2.9649,009314
2020-09-10,2.9471,009314
2020-09-11,3.0574,009314
2020-09-14,3.0774,009314
2020-09-15,3.1018,009314
2020-09-16,3.0809,009314
2020-09-17,3.1019,009314
2020-09-18,3.1128,009314
2020-09-21,3.0782,009314
2020-09-22,3.0438,009314
2020-09-23,3.1408,009314
2020-09-24,3.0359,009314
2020-09-25,3.031,009314
2020-09-28,3.0357,009314
2020-09-29,3.0779,009314
2020-09-30,3.0785,009314
2020-10-09,3.2064,009314
2020-10-12,3.3006,009314
2020-10-13,3.2863,009314
2020-10-14,3.2267,009314
2020-10-15,3.1894,009314
2020-10-16,3.1563,009314
2020-10-19,3.0757,009314
2020-10-20,3.1141,009314
2020-10-21,3.0732,009314
2020-10-22,3.0423,009314
2020-10-23,2.9663,009314
2020-10-26,3.0248,009314
2020-10-27,3.0769,009314
2020-10-28,3.0969,009314
2020-10-29,3.1113,009314
2020-10-30,3.1259,009314
2020-11-02,3.1599,009314
2020-11-03,3.1761,009314
2020-11-04,3.1559,009314
2020-11-05,3.224,009314
2020-11-06,3.1851,009314
2020-11-09,3.3099,009314
2020-11-10,3.2931,009314
2020-11-11,3.1818,009314
2020-11-12,3.1826,009314
2020-11-13,3.1873,009314
2020-11-16,3.1725,009314
2020-11-17,3.1188,009314
2020-11-18,3.0842,009314
2020-11-19,3.1165,009314
2020-11-20,3.1323,009314
2020-11-23,3.1487,009314
2020-11-24,3.1374,009314
2020-11-25,3.0956,009314
2020-11-26,3.0592,009314
2020-11-27,3.0697,009314
2020-11-30,3.0896,009314
2020-12-01,3.1472,009314
2020-12-02,3.1419,009314
2020-12-03,3.1283,009314
2020-12-04,3.1255,009314
2020-12-07,3.1444,009314
2020-12-08,3.1413,009314
2020-12-09,3.1067,009314
2020-12-10,3.1399,009314
2020-12-11,3.1041,009314
2020-12-14,3.1521,009314
2020-12-15,3.1768,009314
2020-12-16,3.1766,009314
2020-12-17,3.1926,009314
2020-12-18,3.2309,009314
2020-12-21,3.3348,009314
2020-12-22,3.2669,009314
2020-12-23,3.3497,009314
2020-12-24,3.3389,009314
2020-12-25,3.4082,009314
2020-12-28,3.3961,009314
2020-12-29,3.326,009314
2020-12-30,3.3979,009314
2020-12-31,3.4426,009314
2021-01-04,3.5715,009314
2021-01-05,3.645,009314
2021-01-06,3.6433,009314
2021-01-07,3.7111,009314
2021-01-08,3.7123,009314
2021-01-11,3.6202,009314
2021-01-12,3.7324,009314
2021-01-13,3.7216,009314
2021-01-14,3.6586,009314
2021-01-15,3.6669,009314
2021-01-18,3.7463,009314
2021-01-19,3.6724,009314
2021-01-20,3.8241,009314
2021-01-21,3.9255,009314
2021-01-22,4.0301,009314
2021-01-25,3.9916,009314
2021-01-26,3.9529,009314
2021-01-27,4.0344,009314
2021-01-28,3.8428,009314
2021-01-29,3.7399,009314
2021-02-01,3.7643,009314
2021-02-02,3.8669,009314
2021-02-03,3.86,009314
2021-02-04,3.8532,009314
2021-02-05,3.8254,009314
2021-02-08,3.8846,009314
2021-02-09,4.0129,009314
2021-02-10,4.1571,009314
2021-02-18,4.0787,009314
2021-02-19,3.9868,009314
2021-02-22,3.9031,009314
2021-02-23,3.8923,009314
2021-02-24,3.7139,009314
2021-02-25,3.7013,009314
2021-02-26,3.6177,009314
2021-03-01,3.7052,009314
2021-03-02,3.6659,009314
2021-03-03,3.6756,009314
2021-03-04,3.4872,009314
2021-03-05,3.4789,009314
2021-03-08,3.3148,009314
2021-03-09,3.1605,009314
2021-03-10,3.1951,009314
2021-03-11,3.2685,009314
2021-03-12,3.2847,009314
2021-03-15,3.1689,009314
2021-03-16,3.1971,009314
2021-03-17,3.2269,009314
2021-03-18,3.2551,009314
2021-03-19,3.1599,009314
2021-03-22,3.1844,009314
2021-03-23,3.0831,009314
2021-03-24,3.0236,009314
2021-03-25,3.0416,009314
2021-03-26,3.135,009314
2021-03-29,3.1323,009314
2021-03-30,3.2074,009314
2021-03-31,3.1896,009314
2021-04-01,3.2552,009314
2021-04-02,3.291,009314
2021-04-06,3.2952,009314
2021-04-07,3.2554,009314
2021-04-08,3.2861,009314
2021-04-09,3.237,009314
2021-04-12,3.1499,009314
2021-04-13,3.175,009314
2021-04-14,3.2393,009314
2021-04-15,3.2534,009314
2021-04-16,3.2257,009314
2021-04-19,3.3192,009314
2021-04-20,3.3319,009314
2021-04-21,3.3575,009314
2021-04-22,3.38,009314
2021-04-23,3.4173,009314
2021-04-26,3.4199,009314
2021-04-27,3.4345,009314
2021-04-28,3.5148,009314
2021-04-29,3.4845,009314
2021-04-30,3.5396,009314
2021-05-06,3.5423,009314
2021-05-07,3.458,009314
2021-05-10,3.4803,009314
2021-05-11,3.4296,009314
2021-05-12,3.4565,009314
2021-05-13,3.4526,009314
2021-05-14,3.5377,009314
2021-05-17,3.5856,009314
2021-05-18,3.5645,009314
2021-05-19,3.5553,009314
2021-05-20,3.5248,009314
2021-05-21,3.4887,009314
2021-05-24,3.4798,009314
2021-05-25,3.5727,009314
2021-05-26,3.5442,009314
2021-05-27,3.5404,009314
2021-05-28,3.5017,009314
2021-05-31,3.5568,009314
2021-06-01,3.5953,009314
2021-06-02,3.5876,009314
2021-06-03,3.4972,009314
2021-06-04,3.504,009314
2021-06-07,3.5027,009314
2021-06-08,3.4875,009314
2021-06-09,3.5162,009314
2021-06-10,3.5571,009314
2021-06-11,3.61,009314
2021-06-15,3.5366,009314
2021-06-16,3.4308,009314
2021-06-17,3.46,009314
2021-06-18,3.4977,009314
2021-06-21,3.4797,009314
2021-06-22,3.4839,009314
2021-06-23,3.5201,009314
2021-06-24,3.5311,009314
2021-06-25,3.6305,009314
2021-06-28,3.688,009314
2021-06-29,3.6747,009314
2021-06-30,3.7148,009314
2021-07-01,3.6421,009314
2021-07-02,3.5264,009314
2021-07-05,3.6023,009314
2021-07-06,3.6018,009314
2021-07-07,3.7163,009314
2021-07-08,3.7304,009314
2021-07-09,3.7436,009314
2021-07-12,3.8668,009314
2021-07-13,3.8295,009314
2021-07-14,3.8158,009314
2021-07-15,3.9019,009314
2021-07-16,3.8396,009314
2021-07-19,3.8397,009314
2021-07-20,3.8227,009314
2021-07-21,3.9228,009314
2021-07-22,3.9483,009314
2021-07-23,3.8534,009314
2021-07-26,3.7747,009314
2021-07-27,3.6148,009314
2021-07-28,3.5888,009314
2021-07-29,3.8139,009314
2021-07-30,3.8688,009314
2021-08-02,3.9236,009314
2021-08-03,3.8305,009314
2021-08-04,3.9491,009314
2021-08-05,3.9288,009314
2021-08-06,3.8981,009314
2021-08-09,3.8584,009314
2021-08-10,3.8343,009314
2021-08-11,3.8161,009314
2021-08-12,3.8661,009314
2021-08-13,3.8437,009314
2021-08-16,3.8125,009314
2021-08-17,3.7243,009314
2021-08-18,3.6768,009314
2021-08-19,3.6879,009314
2021-08-20,3.6581,009314
2021-08-23,3.729,009314
2021-08-24,3.7598,009314
2021-08-25,3.8136,009314
2021-08-26,3.7041,009314
2021-08-27,3.8135,009314
2021-08-30,3.8878,009314
2021-08-31,3.8298,009314
2021-09-01,3.7196,009314
2021-09-02,3.7383,009314
2021-09-03,3.6787,009314
2021-09-06,3.7255,009314
2021-09-07,3.7703,009314
2021-09-08,3.7544,009314
2021-09-09,3.7732,009314
2021-09-10,3.772,009314
2021-09-13,3.7502,009314
2021-09-14,3.7509,009314
2021-09-15,3.7509,009314
2021-09-16,3.6272,009314
2021-09-17,3.6254,009314
2021-09-22,3.5615,009314
2021-09-23,3.5703,009314
2021-09-24,3.5658,009314
2021-09-27,3.5465,009314
2021-09-28,3.5113,009314
2021-09-29,3.4901,009314
2021-09-30,3.5551,009314
2021-10-08,3.5559,009314
2021-10-11,3.5593,009314
2021-10-12,3.5118,009314
2021-10-13,3.6067,009314
2021-10-14,3.61,009314
2021-10-15,3.649,009314
2021-10-18,3.6937,009314
2021-10-19,3.7009,009314
2021-10-20,3.7058,009314
2021-10-21,3.6714,009314
2021-10-22,3.6715,009314
2021-10-25,3.7544,009314
2021-10-26,3.7299,009314
2021-10-27,3.699,009314
2021-10-28,3.6648,009314
2021-10-29,3.7272,009314
2021-11-01,3.7131,009314
2021-11-02,3.6964,009314
2021-11-03,3.6148,009314
2021-11-04,3.6687,009314
2021-11-05,3.625,009314
2021-11-08,3.6916,009314
2021-11-09,3.7328,009314
2021-11-10,3.6978,009314
2021-11-11,3.7326,009314
2021-11-12,3.7435,009314
2021-11-15,3.6869,009314
2021-11-16,3.6502,009314
2021-11-17,3.6945,009314
2021-11-18,3.6649,009314
2021-11-19,3.6931,009314
2021-11-22,3.8015,009314
2021-11-23,3.8033,009314
2021-11-24,3.7814,009314
2021-11-25,3.7638,009314
2021-11-26,3.7687,009314
2021-11-29,3.7687,009314
2021-11-30,3.7789,009314
2021-12-01,3.7288,009314
2021-12-02,3.7341,009314
2021-12-03,3.7393,009314
2021-12-06,3.6809,009314
2021-12-07,3.6516,009314
2021-12-08,3.7016,009314
2021-12-09,3.7133,009314
2021-12-10,3.7232,009314
2021-12-13,3.7693,009314
2021-12-14,3.7476,009314
2021-12-15,3.7245,009314
2021-12-16,3.7556,009314
2021-12-17,3.6524,009314
2021-12-20,3.5453,009314
2021-12-21,3.5558,009314
2021-12-22,3.5936,009314
2021-12-23,3.6194,009314
2021-12-24,3.5132,009314
2021-12-27,3.512,009314
2021-12-28,3.5537,009314
2021-12-29,3.5257,009314
2021-12-30,3.5223,009314
2021-12-31,3.58,009314
2022-01-04,3.4965,009314
2022-01-05,3.3908,009314
2022-01-06,3.3872,009314
2022-01-07,3.356,009314
2022-01-10,3.3698,009314
2022-01-11,3.2884,009314
2022-01-12,3.3685,009314
2022-01-13,3.3156,009314
2022-01-14,3.351,009314
2022-01-17,3.3787,009314
2022-01-18,3.409,009314
2022-01-19,3.3531,009314
2022-01-20,3.3051,009314
2022-01-21,3.2751,009314
2022-01-24,3.3362,009314
2022-01-25,3.2542,009314
2022-01-26,3.2825,009314
2022-01-27,3.1541,009314
2022-01-28,3.1065,009314
2022-02-07,3.1744,009314
2022-02-08,3.1014,009314
2022-02-09,3.1308,009314
2022-02-10,3.0621,009314
2022-02-11,2.994,009314
2022-02-14,2.9744,009314
2022-02-15,3.079,009314
2022-02-16,3.0773,009314
2022-02-17,3.1197,009314
2022-02-18,3.1064,009314
2022-02-21,3.0982,009314
2022-02-22,3.1105,009314
2022-02-23,3.2011,009314
2022-02-24,3.1646,009314
2022-02-25,3.2185,009314
2022-02-28,3.2774,009314
2022-03-01,3.2633,009314
2022-03-02,3.2254,009314
2022-03-03,3.1434,009314
2022-03-04,3.1445,009314
2022-03-07,3.0617,009314
2022-03-08,3.0027,009314
2022-03-09,2.9672,009314
2022-03-10,3.0725,009314
2022-03-11,3.0761,009314
2022-03-14,3.002,009314
2022-03-15,2.941,009314
2022-03-16,3.0548,009314
2022-03-17,3.0672,009314
2022-03-18,3.0884,009314
2022-03-21,3.122,009314
2022-03-22,3.0601,009314
2022-03-23,3.0773,009314
2022-03-24,3.0342,009314
2022-03-25,2.9736,009314
2022-03-28,2.961,009314
2022-03-29,2.9632,009314
2022-03-30,3.0283,009314
2022-03-31,2.9533,009314
2022-04-01,2.9616,009314
2022-04-06,2.9057,009314
2022-04-07,2.8586,009314
2022-04-08,2.8936,009314
2022-04-11,2.7834,009314
2022-04-12,2.8169,009314
2022-04-13,2.7509,009314
2022-04-14,2.7146,009314
2022-04-15,2.6976,009314
2022-04-18,2.7843,009314
2022-04-19,2.7597,009314
2022-04-20,2.6652,009314
2022-04-21,2.5575,009314
2022-04-22,2.5149,009314
2022-04-25,2.3469,009314
2022-04-26,2.2893,009314
2022-04-27,2.4276,009314
2022-04-28,2.4392,009314
2022-04-29,2.5445,009314
2022-05-05,2.5915,009314
2022-05-06,2.541,009314
2022-05-09,2.5499,009314
2022-05-10,2.6021,009314
2022-05-11,2.6916,009314
2022-05-12,2.6927,009314
2022-05-13,2.7112,009314
2022-05-16,2.7033,009314
2022-05-17,2.7816,009314
2022-05-18,2.8087,009314
2022-05-19,2.8663,009314
2022-05-20,2.8977,009314
2022-05-23,2.8873,009314
2022-05-24,2.7995,009314
2022-05-25,2.8108,009314
2022-05-26,2.8278,009314
2022-05-27,2.8181,009314
2022-05-30,2.863,009314
2022-05-31,2.9191,009314
2022-06-01,2.9546,009314
2022-06-02,3.0192,009314
2022-06-06,3.1474,009314
2022-06-07,3.1255,009314
2022-06-08,3.1732,009314
2022-06-09,3.1157,009314
2022-06-10,3.1834,009314
2022-06-13,3.1724,009314
2022-06-14,3.1468,009314
2022-06-15,3.1131,009314
2022-06-16,3.1471,009314
2022-06-17,3.2101,009314
2022-06-20,3.2129,009314
2022-06-21,3.1785,009314
2022-06-22,3.1827,009314
2022-06-23,3.2632,009314
2022-06-24,3.3384,009314
2022-06-27,3.3399,009314
2022-06-28,3.3995,009314
2022-06-29,3.2629,009314
2022-06-30,3.3075,009314
2022-07-01,3.2721,009314
2022-07-04,3.2662,009314
2022-07-05,3.2316,009314
2022-07-06,3.2451,009314
2022-07-07,3.3732,009314
2022-07-08,3.2935,009314
2022-07-11,3.2509,009314
2022-07-12,3.2152,009314
2022-07-13,3.2497,009314
2022-07-14,3.344,009314
2022-07-15,3.266,009314
2022-07-18,3.297,009314
2022-07-19,3.2493,009314
2022-07-20,3.2443,009314
2022-07-21,3.2137,009314
2022-07-22,3.2232,009314
2022-07-25,3.1718,009314
2022-07-26,3.2095,009314
2022-07-27,3.2497,009314
2022-07-28,3.2866,009314
2022-07-29,3.2753,009314
2022-08-01,3.3435,009314
2022-08-02,3.2843,009314
2022-08-03,3.1704,009314
2022-08-04,3.1595,009314
2022-08-05,3.1966,009314
2022-08-08,3.2276,009314
2022-08-09,3.2868,009314
2022-08-10,3.2605,009314
2022-08-11,3.2916,009314
2022-08-12,3.2679,009314
2022-08-15,3.3503,009314
2022-08-16,3.3446,009314
2022-08-17,3.3582,009314
2022-08-18,3.3691,009314
2022-08-19,3.2505,009314
2022-08-22,3.2748,009314
2022-08-23,3.3053,009314
2022-08-24,3.1821,009314
2022-08-25,3.1695,009314
2022-08-26,3.155,009314
2022-08-29,3.1884,009314
2022-08-30,3.1652,009314
2022-08-31,3.0442,009314
2022-09-01,3.0619,009314
2022-09-02,3.0471,009314
2022-09-05,3.0467,009314
2022-09-06,3.1183,009314
2022-09-07,3.1591,009314
2022-09-08,3.1295,009314
2022-09-09,3.1255,009314
2022-09-13,3.1668,009314
2022-09-14,3.1115,009314
2022-09-15,2.9469,009314
2022-09-16,2.9142,009314
2022-09-19,2.9181,009314
2022-09-20,2.9697,009314
2022-09-21,2.9381,009314
2022-09-22,2.9444,009314
2022-09-23,2.9195,009314
2022-09-26,2.9575,009314
2022-09-27,2.9934,009314
2022-09-28,2.9224,009314
2022-09-29,2.9404,009314
2022-09-30,2.8671,009314
2022-10-10,2.7831,009314
2022-10-11,2.8177,009314
2022-10-12,2.9229,009314
2022-10-13,2.8968,009314
2022-10-14,3.0355,009314
2022-10-17,3.0219,009314
2022-10-18,3.0437,009314
2022-10-19,3.0245,009314
2022-10-20,2.9739,009314
2022-10-21,2.98,009314
2022-10-24,2.9049,009314
2022-10-25,2.9411,009314
2022-10-26,3.0292,009314
2022-10-27,3.0109,009314
2022-10-28,2.8981,009314
2022-10-31,2.8475,009314
2022-11-01,2.9321,009314
2022-11-02,2.9987,009314
2022-11-03,3.0086,009314
2022-11-04,3.1377,009314
2022-11-07,3.112,009314
2022-11-08,3.0763,009314
2022-11-09,3.0114,009314
2022-11-10,2.9525,009314
2022-11-11,2.9705,009314
2022-11-14,2.913,009314
2022-11-15,2.9754,009314
2022-11-16,2.9299,009314
2022-11-17,2.9114,009314
2022-11-18,2.901,009314
2022-11-21,2.9057,009314
2022-11-22,2.8358,009314
2022-11-23,2.8721,009314
2022-11-24,2.8657,009314
2022-11-25,2.7847,009314
2022-11-28,2.7533,009314
2022-11-29,2.7736,009314
2022-11-30,2.8225,009314
2022-12-01,2.8624,009314
2022-12-02,2.8428,009314
2022-12-05,2.8022,009314
2022-12-06,2.7923,009314
2022-12-07,2.8115,009314
2022-12-08,2.8192,009314
2022-12-09,2.8125,009314
2022-12-12,2.7924,009314
2022-12-13,2.7524,009314
2022-12-14,2.7273,009314
2022-12-15,2.7795,009314
2022-12-16,2.7157,009314
2022-12-19,2.678,009314
2022-12-20,2.6473,009314
2022-12-21,2.6203,009314
2022-12-22,2.6058,009314
2022-12-23,2.5622,009314
2022-12-26,2.6808,009314
2022-12-27,2.7202,009314
2022-12-28,2.7121,009314
2022-12-29,2.7128,009314
2022-12-30,2.7136,009314
2022-12-31,2.7134,009314
2023-01-03,2.7385,009314
2023-01-04,2.6883,009314
2023-01-05,2.7379,009314
2023-01-06,2.8217,009314
2023-01-09,2.8167,009314
2023-01-10,2.8348,009314
2023-01-11,2.7911,009314
2023-01-12,2.7998,009314
2023-01-13,2.8118,009314
2023-01-16,2.83,009314
2023-01-17,2.8491,009314
2023-01-18,2.8539,009314
2023-01-19,2.8571,009314
2023-01-20,2.9016,009314
2023-01-30,2.9394,009314
2023-01-31,2.9267,009314
2023-02-01,2.9429,009314
2023-02-02,2.9428,009314
2023-02-03,2.8961,009314
2023-02-06,2.8577,009314
2023-02-07,2.8353,009314
2023-02-08,2.8149,009314
2023-02-09,2.8526,009314
2023-02-10,2.8147,009314
2023-02-13,2.8167,009314
2023-02-14,2.8017,009314
2023-02-15,2.7793,009314
2023-02-16,2.7355,009314
2023-02-17,2.6839,009314
2023-02-20,2.7082,009314
2023-02-21,2.7229,009314
2023-02-22,2.697,009314
2023-02-23,2.7325,009314
2023-02-24,2.6895,009314
2023-02-27,2.6894,009314
2023-02-28,2.6865,009314
2023-03-01,2.6721,009314
2023-03-02,2.6323,009314
2023-03-03,2.6442,009314
2023-03-06,2.6696,009314
2023-03-07,2.6364,009314
2023-03-08,2.6166,009314
2023-03-09,2.604,009314
