date,open,close,high,low,volume,turnover,increase,increase_rate,increase_amount,exchange_rate,code
2003-07-11,29.18,29.13,30.5,29.0,198421,588767455.0,6.51,26.43,6.09,47.24,600271
2003-07-14,28.88,28.6,29.07,28.21,46434,132777150.0,2.95,-1.82,-0.53,11.06,600271
2003-07-15,28.65,29.45,29.8,28.65,41026,120738164.0,4.02,2.97,0.85,9.77,600271
2003-07-16,29.45,29.37,29.67,29.2,11818,34745761.0,1.6,-0.27,-0.08,2.81,600271
2003-07-17,29.41,28.84,29.57,28.64,27412,79564942.0,3.17,-1.8,-0.53,6.53,600271
2003-07-18,29.09,29.54,29.9,28.7,41594,123081516.0,4.16,2.43,0.7,9.9,600271
2003-07-21,29.4,29.94,30.0,29.11,24137,71402977.0,3.01,1.35,0.4,5.75,600271
2003-07-22,30.01,29.9,30.6,29.7,25481,76969820.0,3.01,-0.13,-0.04,6.07,600271
2003-07-23,29.8,29.78,30.17,29.63,9406,28085292.0,1.81,-0.4,-0.12,2.24,600271
2003-07-24,29.79,29.63,30.0,29.56,8871,26420259.0,1.48,-0.5,-0.15,2.11,600271
2003-07-25,29.43,28.6,29.78,28.35,30818,89143370.0,4.83,-3.48,-1.03,7.34,600271
2003-07-28,28.5,27.97,28.78,27.88,13985,39408862.0,3.15,-2.2,-0.63,3.33,600271
2003-07-29,28.01,28.09,28.35,27.93,6003,16867121.0,1.5,0.43,0.12,1.43,600271
2003-07-30,28.05,28.06,28.18,27.53,10345,28765256.0,2.31,-0.11,-0.03,2.46,600271
2003-07-31,28.0,28.16,28.49,28.0,6382,18039445.0,1.75,0.36,0.1,1.52,600271
2003-08-01,28.16,27.95,28.34,27.65,5822,16246705.0,2.45,-0.75,-0.21,1.39,600271
2003-08-04,27.86,28.71,29.1,27.56,16014,45515262.0,5.51,2.72,0.76,3.81,600271
2003-08-05,28.67,29.0,29.05,28.5,9174,26520864.0,1.92,1.01,0.29,2.18,600271
2003-08-06,29.0,28.9,29.01,28.71,4984,14387446.0,1.03,-0.34,-0.1,1.19,600271
2003-08-07,28.8,28.97,29.15,28.7,4683,13579080.0,1.56,0.24,0.07,1.11,600271
2003-08-08,28.91,28.49,29.0,28.49,6122,17604278.0,1.76,-1.66,-0.48,1.46,600271
2003-08-11,28.4,28.64,28.7,28.1,2554,7269943.0,2.11,0.53,0.15,0.61,600271
2003-08-12,28.64,28.77,28.85,28.51,2545,7310020.0,1.19,0.45,0.13,0.61,600271
2003-08-13,28.68,28.81,29.0,28.41,4868,13981402.0,2.05,0.14,0.04,1.16,600271
2003-08-14,28.6,29.18,29.38,28.51,13405,39131881.0,3.02,1.28,0.37,3.19,600271
2003-08-15,28.9,29.0,29.1,28.81,4284,12415136.0,0.99,-0.62,-0.18,1.02,600271
2003-08-18,29.01,29.48,29.6,28.91,7765,22829105.0,2.38,1.66,0.48,1.85,600271
2003-08-19,29.52,29.75,30.1,29.4,16860,50403869.0,2.37,0.92,0.27,4.01,600271
2003-08-20,29.78,29.67,29.78,29.4,6476,19114769.0,1.28,-0.27,-0.08,1.54,600271
2003-08-21,29.71,29.58,29.99,29.5,3425,10199620.0,1.65,-0.3,-0.09,0.82,600271
2003-08-22,29.61,29.5,29.9,29.37,3285,9722195.0,1.79,-0.27,-0.08,0.78,600271
2003-08-25,29.38,29.83,29.97,29.2,7437,22021395.0,2.61,1.12,0.33,1.77,600271
2003-08-26,29.78,30.24,30.33,29.61,12290,37025685.0,2.41,1.37,0.41,2.93,600271
2003-08-27,30.25,29.81,30.71,29.8,15882,48258158.0,3.01,-1.42,-0.43,3.78,600271
2003-08-28,29.68,31.05,31.19,29.52,33029,101540664.0,5.6,4.16,1.24,7.86,600271
2003-08-29,31.0,32.7,34.1,30.91,43482,140791422.0,10.27,5.31,1.65,10.35,600271
2003-09-01,35.97,35.97,35.97,34.05,79633,279515526.0,5.87,10.0,3.27,18.96,600271
2003-09-02,37.16,39.57,39.57,37.08,89258,347164258.0,6.92,10.01,3.6,21.25,600271
2003-09-03,40.57,40.51,42.2,40.0,106294,435411291.0,5.56,2.38,0.94,25.31,600271
2003-09-04,40.5,40.21,41.5,40.08,38766,158147344.0,3.51,-0.74,-0.3,9.23,600271
2003-09-05,40.11,38.44,40.49,38.18,56617,222129412.0,5.74,-4.4,-1.77,13.48,600271
2003-09-08,38.43,38.2,39.22,37.81,27693,106484118.0,3.67,-0.62,-0.24,6.59,600271
2003-09-09,38.4,38.73,38.88,38.11,18672,71892237.0,2.02,1.39,0.53,4.45,600271
2003-09-10,38.72,38.44,38.79,37.7,17184,65814629.0,2.81,-0.75,-0.29,4.09,600271
2003-09-11,38.5,38.5,39.48,38.37,30323,118512716.0,2.89,0.16,0.06,7.22,600271
2003-09-12,38.4,36.78,38.48,36.62,29719,110778190.0,4.83,-4.47,-1.72,7.08,600271
2003-09-15,36.65,36.63,37.24,36.35,12323,45220129.0,2.42,-0.41,-0.15,2.93,600271
2003-09-16,36.52,37.67,38.4,36.52,20691,78031783.0,5.13,2.84,1.04,4.93,600271
