date,open,close,high,low,volume,turnover,increase,increase_rate,increase_amount,exchange_rate,code
2011-01-13,87.0,81.37,88.8,81.01,240685,2025490422.0,8.66,-9.59,-8.63,28.62,601558
2011-01-14,78.11,77.87,79.79,77.6,97927,766600733.0,2.69,-4.3,-3.5,11.64,601558
2011-01-17,77.0,74.39,77.0,73.88,72276,541072902.0,4.01,-4.47,-3.48,8.59,601558
2011-01-18,75.0,74.51,75.17,73.42,29324,218587995.0,2.35,0.16,0.12,3.49,601558
2011-01-19,74.5,75.74,76.16,73.68,34925,261582242.0,3.33,1.65,1.23,4.15,601558
2011-01-20,75.07,72.35,75.08,72.22,42146,309995359.0,3.78,-4.48,-3.39,5.01,601558
2011-01-21,72.0,72.43,73.41,71.7,21125,152982289.0,2.36,0.11,0.08,2.51,601558
2011-01-24,72.68,71.07,72.7,71.02,19450,139272085.0,2.32,-1.88,-1.36,2.31,601558
2011-01-25,71.07,72.25,72.48,70.23,22392,159047629.0,3.17,1.66,1.18,2.66,601558
2011-01-26,72.0,72.54,73.0,71.8,16789,121457074.0,1.66,0.4,0.29,2.0,601558
2011-01-27,72.12,72.92,73.56,71.0,21615,156684858.0,3.53,0.52,0.38,2.57,601558
2011-01-28,72.7,72.98,73.19,72.28,13308,96824815.0,1.25,0.08,0.06,1.58,601558
2011-01-31,72.8,73.25,73.7,72.11,17648,128642625.0,2.18,0.37,0.27,2.1,601558
2011-02-01,73.0,72.88,73.42,72.82,12329,90188364.0,0.82,-0.51,-0.37,1.47,601558
2011-02-09,72.39,71.6,72.7,71.6,15077,108729265.0,1.51,-1.76,-1.28,1.79,601558
2011-02-10,71.6,73.2,73.23,71.22,17313,125314001.0,2.81,2.23,1.6,2.06,601558
2011-02-11,73.2,73.5,74.38,72.85,23693,174708047.0,2.09,0.41,0.3,2.82,601558
2011-02-14,73.58,74.39,74.49,73.33,29373,217276837.0,1.58,1.21,0.89,3.49,601558
2011-02-15,74.51,74.38,75.66,74.29,31026,232322281.0,1.84,-0.01,-0.01,3.69,601558
2011-02-16,74.01,76.33,76.57,73.91,32094,242260172.0,3.58,2.62,1.95,3.82,601558
2011-02-17,76.28,75.59,76.28,75.04,21496,162263480.0,1.62,-0.97,-0.74,2.56,601558
2011-02-18,75.28,74.54,75.51,74.42,15773,117991893.0,1.44,-1.39,-1.05,1.88,601558
2011-02-21,75.27,77.05,77.35,75.0,39357,302001807.0,3.15,3.37,2.51,4.68,601558
