date,open,close,high,low,volume,turnover,increase,increase_rate,increase_amount,exchange_rate,code
2015-04-22,25.76,30.92,30.92,25.76,99,301752.0,24.03,44.01,9.45,0.07,300436
2015-04-23,34.01,34.01,34.01,34.01,21,71421.0,0.0,9.99,3.09,0.02,300436
2015-04-24,37.41,37.41,37.41,37.41,48,179568.0,0.0,10.0,3.4,0.03,300436
2015-04-27,41.15,41.15,41.15,41.15,19,78185.0,0.0,10.0,3.74,0.01,300436
2015-04-28,45.27,45.27,45.27,45.27,124,561348.0,0.0,10.01,4.12,0.09,300436
2015-04-29,49.8,49.8,49.8,49.8,123,612540.0,0.0,10.01,4.53,0.09,300436
2015-04-30,54.78,54.78,54.78,54.78,69,377982.0,0.0,10.0,4.98,0.05,300436
2015-05-04,60.26,60.26,60.26,60.26,160,964160.0,0.0,10.0,5.48,0.11,300436
2015-05-05,66.29,66.29,66.29,66.29,416,2754349.0,0.0,10.01,6.03,0.3,300436
2015-05-06,72.92,72.92,72.92,72.92,720,5246594.0,0.0,10.0,6.63,0.51,300436
2015-05-07,80.21,80.21,80.21,80.21,1254,10054323.0,0.0,10.0,7.29,0.9,300436
2015-05-08,88.23,88.23,88.23,88.23,480,4235040.0,0.0,10.0,8.02,0.34,300436
2015-05-11,97.05,97.05,97.05,97.05,283,2741662.0,0.0,10.0,8.82,0.2,300436
2015-05-12,106.76,106.76,106.76,106.76,299,3186786.0,0.0,10.01,9.71,0.21,300436
2015-05-13,117.44,117.44,117.44,117.44,574,6735184.0,0.0,10.0,10.68,0.41,300436
2015-05-14,129.18,129.18,129.18,129.18,310,4008455.0,0.0,10.0,11.74,0.22,300436
2015-05-15,142.1,142.1,142.1,142.1,1282,18219493.0,0.0,10.0,12.92,0.92,300436
2015-05-18,156.31,156.31,156.31,156.31,318,4973315.0,0.0,10.0,14.21,0.23,300436
2015-05-19,171.94,171.94,171.94,171.94,592,10172486.0,0.0,10.0,15.63,0.42,300436
2015-05-20,189.13,189.13,189.13,189.13,376,7103911.0,0.0,10.0,17.19,0.27,300436
2015-05-21,208.04,208.04,208.04,208.04,15110,314346144.0,0.0,10.0,18.91,10.79,300436
2015-05-22,228.84,228.84,228.84,228.84,2044,46774438.0,0.0,10.0,20.8,1.46,300436
2015-05-25,251.72,251.72,251.72,231.0,36598,915843968.0,9.05,10.0,22.88,26.14,300436
2015-05-26,275.98,276.89,276.89,269.0,13776,380448864.0,3.13,10.0,25.17,9.84,300436
2015-05-27,304.58,304.58,304.58,304.0,7544,229774483.0,0.21,10.0,27.69,5.39,300436
2015-05-28,335.04,274.99,335.04,274.12,13474,405191200.0,20.0,-9.72,-29.59,9.62,300436
2015-05-29,250.0,267.97,299.99,247.49,57062,1514296464.0,19.09,-2.55,-7.02,40.76,300436
2015-06-01,258.0,241.17,259.8,241.17,40594,992391040.0,6.95,-10.0,-26.8,29.0,300436
2015-06-02,233.0,239.12,245.0,232.0,27662,656212032.0,5.39,-0.85,-2.05,19.76,300436
2015-06-03,239.6,228.58,243.0,225.0,22824,533812752.0,7.53,-4.41,-10.54,16.3,300436
