date,open,close,high,low,volume,turnover,increase,increase_rate,increase_amount,exchange_rate,code
2016-12-29,23.76,25.92,25.92,23.76,84,216648.0,12.0,44.0,7.92,0.04,002837
2016-12-30,28.51,28.51,28.51,28.51,13,37063.0,0.0,9.99,2.59,0.01,002837
2017-01-03,31.36,31.36,31.36,31.36,22,68992.0,0.0,10.0,2.85,0.01,002837
2017-01-04,34.5,34.5,34.5,34.5,22,75900.0,0.0,10.01,3.14,0.01,002837
2017-01-05,37.95,37.95,37.95,37.95,43,163185.0,0.0,10.0,3.45,0.02,002837
2017-01-06,41.75,41.75,41.75,41.75,91,379925.0,0.0,10.01,3.8,0.05,002837
2017-01-09,45.93,45.93,45.93,45.93,213,978354.0,0.0,10.01,4.18,0.11,002837
2017-01-10,50.52,50.52,50.52,50.52,241,1215157.0,0.0,9.99,4.59,0.12,002837
2017-01-11,55.57,55.57,55.57,55.57,816,4534512.0,0.0,10.0,5.05,0.41,002837
2017-01-12,60.0,52.33,60.0,52.0,103382,562801408.0,14.4,-5.83,-3.24,51.69,002837
2017-01-13,51.0,48.9,52.18,48.8,77568,389147920.0,6.46,-6.55,-3.43,38.78,002837
2017-01-16,47.9,49.6,50.78,47.0,52104,256348006.0,7.73,1.43,0.7,26.05,002837
2017-01-17,49.19,51.08,52.06,47.0,61645,305796752.0,10.2,2.98,1.48,30.82,002837
2017-01-18,50.21,47.88,50.49,47.71,35967,176628761.0,5.44,-6.26,-3.2,17.98,002837
2017-01-19,46.7,46.61,48.47,45.38,31860,149190768.0,6.45,-2.65,-1.27,15.93,002837
2017-01-20,46.31,48.05,48.96,46.1,29954,143987353.0,6.14,3.09,1.44,14.98,002837
2017-01-23,48.0,49.72,50.5,47.57,38583,190789451.0,6.1,3.48,1.67,19.29,002837
2017-01-24,49.25,48.35,50.09,48.28,24311,119386060.0,3.64,-2.76,-1.37,12.16,002837
2017-01-25,47.99,50.81,51.88,47.69,34897,175242000.0,8.67,5.09,2.46,17.45,002837
2017-01-26,51.03,52.66,53.3,49.81,41407,213595926.0,6.87,3.64,1.85,20.7,002837
2017-02-03,52.7,50.98,52.7,50.85,22517,116034453.0,3.51,-3.19,-1.68,11.26,002837
2017-02-06,51.26,53.17,53.2,51.26,28916,151719790.0,3.81,4.3,2.19,14.46,002837
2017-02-07,52.8,51.52,53.17,50.99,29221,152194793.0,4.1,-3.1,-1.65,14.61,002837
2017-02-08,51.39,53.07,53.43,50.9,31527,165407712.0,4.91,3.01,1.55,15.76,002837
2017-02-09,52.9,53.1,54.7,52.6,35989,193093366.0,3.96,0.06,0.03,17.99,002837
2017-02-10,52.76,52.85,53.65,52.5,30972,164144803.0,2.17,-0.47,-0.25,15.49,002837
2017-02-13,52.66,55.7,57.99,52.09,43739,241169106.0,11.16,5.39,2.85,21.87,002837
2017-02-14,55.65,56.26,57.1,55.1,29525,165345018.0,3.59,1.01,0.56,14.76,002837
2017-02-15,55.61,57.65,59.9,55.4,46122,265953439.0,8.0,2.47,1.39,23.06,002837
2017-02-16,57.0,56.8,57.28,55.58,25219,142224189.0,2.95,-1.47,-0.85,12.61,002837
2017-02-17,56.2,55.44,57.53,52.88,41492,227134798.0,8.19,-2.39,-1.36,20.75,002837
2017-02-20,54.44,56.18,56.38,52.12,31428,169177026.0,7.68,1.33,0.74,15.71,002837
2017-02-21,55.42,58.44,58.79,55.42,31436,179526402.0,6.0,4.02,2.26,15.72,002837
2017-02-22,58.1,58.55,59.71,57.2,23871,138735644.0,4.3,0.19,0.11,11.94,002837
2017-02-23,58.5,59.0,62.05,58.2,32666,196577768.0,6.58,0.77,0.45,16.33,002837
2017-02-24,58.3,58.62,59.48,57.26,23725,138518795.0,3.76,-0.64,-0.38,11.86,002837
2017-02-27,57.6,57.33,58.33,56.56,19181,110155982.0,3.02,-2.2,-1.29,9.59,002837
2017-02-28,57.26,58.05,58.24,56.0,19496,111962060.0,3.91,1.26,0.72,9.75,002837
2017-03-01,57.9,56.31,58.9,55.68,29699,168874970.0,5.55,-3.0,-1.74,14.85,002837
2017-03-02,56.08,55.88,57.2,55.66,20328,114771598.0,2.73,-0.76,-0.43,10.16,002837
2017-03-03,55.2,55.46,56.04,54.61,15617,86503673.0,2.56,-0.75,-0.42,7.81,002837
2017-03-06,55.33,57.14,57.75,55.33,22034,125477091.0,4.36,3.03,1.68,11.02,002837
2017-03-07,57.18,57.72,58.65,56.7,22599,130205807.0,3.41,1.02,0.58,11.3,002837
2017-03-08,57.75,58.89,59.0,57.22,30234,176096033.0,3.08,2.03,1.17,15.12,002837
2017-03-09,58.4,57.09,58.4,56.2,28871,164570297.0,3.74,-3.06,-1.8,14.44,002837
2017-03-10,57.1,56.95,57.51,56.6,14780,84398051.0,1.59,-0.25,-0.14,7.39,002837
2017-03-13,56.71,57.7,57.94,55.65,20941,119291962.0,4.02,1.32,0.75,10.47,002837
2017-03-14,57.69,57.65,58.87,57.46,28828,167598030.0,2.44,-0.09,-0.05,14.41,002837
2017-03-15,56.76,58.45,58.53,56.31,27630,159154625.0,3.85,1.39,0.8,13.82,002837
2017-03-16,58.47,60.13,61.8,58.47,41396,248444314.0,5.7,2.87,1.68,20.7,002837
2017-03-17,59.86,58.57,62.22,58.32,47102,284214080.0,6.49,-2.59,-1.56,23.55,002837
2017-03-20,57.99,61.78,62.89,57.5,43216,260391778.0,9.2,5.48,3.21,21.61,002837
2017-03-21,61.83,62.82,63.48,61.1,34638,216340781.0,3.85,1.68,1.04,17.32,002837
